Voter,Question,Hebrew,Russian,Japanese,Thai,Chinese,Tamil,Latin,Hindi
50,867rdbxwrn1tlom/13,0,1,0,0,0,0,0,0
51,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
52,867rdbxwrn1tlom/13,0,0,0,1,0,0,0,0
53,867rdbxwrn1tlom/13,0,1,0,0,0,0,0,0
54,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,1
55,867rdbxwrn1tlom/13,1,1,0,0,0,1,1,1
56,867rdbxwrn1tlom/13,0,1,0,0,0,0,0,0
57,867rdbxwrn1tlom/13,0,1,0,0,0,0,1,0
58,867rdbxwrn1tlom/13,1,1,0,0,0,0,0,0
59,867rdbxwrn1tlom/13,0,1,0,0,0,0,0,0
60,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
61,867rdbxwrn1tlom/13,0,1,0,0,0,0,1,0
62,867rdbxwrn1tlom/13,1,1,1,1,1,0,1,0
63,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
64,867rdbxwrn1tlom/13,1,0,0,0,0,0,1,0
65,867rdbxwrn1tlom/13,1,0,0,0,0,0,1,0
66,867rdbxwrn1tlom/13,1,0,0,0,0,0,0,1
67,867rdbxwrn1tlom/13,0,0,0,1,0,0,0,1
68,867rdbxwrn1tlom/13,1,0,1,1,0,0,1,0
69,867rdbxwrn1tlom/13,1,1,0,0,0,0,1,0
70,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
71,867rdbxwrn1tlom/13,0,0,0,1,0,1,1,0
72,867rdbxwrn1tlom/13,1,1,0,0,0,0,1,0
73,867rdbxwrn1tlom/13,1,1,0,0,0,0,0,0
74,867rdbxwrn1tlom/13,0,1,0,0,0,0,1,0
75,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
76,867rdbxwrn1tlom/13,1,0,0,0,0,0,0,0
77,867rdbxwrn1tlom/13,1,0,0,0,0,0,1,0
78,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
79,867rdbxwrn1tlom/13,1,0,0,1,0,1,1,1
80,867rdbxwrn1tlom/13,0,1,0,0,0,0,1,0
81,867rdbxwrn1tlom/13,1,0,0,0,0,0,1,0
82,867rdbxwrn1tlom/13,0,1,0,0,0,0,0,0
83,867rdbxwrn1tlom/13,0,0,0,0,0,1,1,1
84,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
85,867rdbxwrn1tlom/13,1,0,0,0,0,1,1,1
86,867rdbxwrn1tlom/13,0,0,1,1,1,0,0,0
87,867rdbxwrn1tlom/13,1,0,0,0,0,0,1,1
88,867rdbxwrn1tlom/13,1,1,0,0,0,0,1,0
89,867rdbxwrn1tlom/13,1,1,1,1,1,0,1,0
90,867rdbxwrn1tlom/13,1,1,1,1,0,0,1,0
91,867rdbxwrn1tlom/13,0,1,0,0,0,0,1,0
92,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
93,867rdbxwrn1tlom/13,1,1,0,0,0,0,1,0
94,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
95,867rdbxwrn1tlom/13,1,1,0,0,0,0,1,0
96,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
97,867rdbxwrn1tlom/13,1,1,0,0,0,0,1,1
98,867rdbxwrn1tlom/13,1,0,0,1,1,0,0,0
99,867rdbxwrn1tlom/13,1,0,0,0,0,0,1,0
100,867rdbxwrn1tlom/13,1,0,0,0,0,0,0,0
101,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
102,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
103,867rdbxwrn1tlom/13,1,0,0,0,0,0,1,1
104,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
105,867rdbxwrn1tlom/13,1,1,1,1,0,0,1,0
106,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
107,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
108,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
0,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
1,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
2,zi53rt5amlnlle4/0,0,0,0,1,1,0,1,0
3,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
4,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
5,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
6,zi53rt5amlnlle4/0,0,0,0,0,0,0,1,0
7,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
8,zi53rt5amlnlle4/0,1,1,0,0,0,0,1,0
9,zi53rt5amlnlle4/0,1,0,1,1,0,0,0,0
10,zi53rt5amlnlle4/0,0,1,0,0,0,0,1,0
11,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
12,zi53rt5amlnlle4/0,1,1,0,0,0,0,1,0
13,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
14,zi53rt5amlnlle4/0,1,1,0,0,0,0,1,0
15,zi53rt5amlnlle4/0,1,1,0,0,0,0,1,0
16,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
17,zi53rt5amlnlle4/0,1,1,0,0,0,1,1,0
18,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
19,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
20,zi53rt5amlnlle4/0,0,1,1,0,0,0,1,0
21,zi53rt5amlnlle4/0,1,0,0,0,0,1,1,1
22,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
23,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
24,zi53rt5amlnlle4/0,1,1,0,0,0,0,1,0
25,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
26,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
27,zi53rt5amlnlle4/0,1,1,0,0,0,0,1,0
28,zi53rt5amlnlle4/0,1,0,0,0,0,0,1,0
29,zi53rt5amlnlle4/0,0,0,0,0,0,0,1,0
30,zi53rt5amlnlle4/0,1,1,0,0,0,1,1,1
31,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
32,zi53rt5amlnlle4/0,0,1,0,1,0,0,0,0
33,zi53rt5amlnlle4/0,1,1,0,0,0,0,0,0
34,zi53rt5amlnlle4/0,1,0,0,0,0,0,1,0
35,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
36,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
37,zi53rt5amlnlle4/0,0,1,0,0,0,0,1,0
38,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
39,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
40,zi53rt5amlnlle4/0,1,1,0,0,0,0,1,0
41,zi53rt5amlnlle4/0,0,1,0,0,0,1,0,0
42,zi53rt5amlnlle4/0,1,1,0,0,0,0,1,0
43,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
44,zi53rt5amlnlle4/0,1,1,0,0,0,0,0,0
45,zi53rt5amlnlle4/0,1,1,0,0,0,0,1,1
46,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
47,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
48,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
49,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
50,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
51,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
52,zi53rt5amlnlle4/0,0,1,1,0,0,0,0,0
53,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
54,zi53rt5amlnlle4/0,0,1,0,0,0,1,1,0
55,zi53rt5amlnlle4/0,1,1,0,0,0,1,1,1
56,zi53rt5amlnlle4/0,1,1,0,0,0,0,0,0
57,zi53rt5amlnlle4/0,1,1,0,0,0,0,0,0
58,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
59,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
60,zi53rt5amlnlle4/0,1,1,0,0,0,0,0,0
61,zi53rt5amlnlle4/0,0,1,0,0,1,0,1,0
62,zi53rt5amlnlle4/0,1,1,0,0,0,0,1,0
63,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
64,zi53rt5amlnlle4/0,1,0,0,0,0,0,1,0
65,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
66,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
67,zi53rt5amlnlle4/0,1,1,0,0,1,0,0,1
68,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
69,zi53rt5amlnlle4/0,1,1,0,0,0,0,1,0
70,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
71,zi53rt5amlnlle4/0,0,0,0,1,0,1,0,0
72,zi53rt5amlnlle4/0,1,1,0,0,0,0,1,0
73,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
74,zi53rt5amlnlle4/0,0,1,0,0,0,0,1,0
75,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
76,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
77,zi53rt5amlnlle4/0,1,1,0,0,0,0,1,0
78,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
79,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
80,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
81,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
82,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
83,zi53rt5amlnlle4/0,1,1,0,0,0,1,0,0
84,zi53rt5amlnlle4/0,0,0,0,0,0,0,1,0
85,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
86,zi53rt5amlnlle4/0,0,1,0,0,0,0,1,0
87,zi53rt5amlnlle4/0,1,1,0,0,0,0,0,1
88,zi53rt5amlnlle4/0,0,1,0,0,0,0,1,0
89,zi53rt5amlnlle4/0,1,1,1,1,0,0,1,0
90,zi53rt5amlnlle4/0,1,1,1,1,0,0,1,0
91,zi53rt5amlnlle4/0,0,1,0,0,0,0,1,0
92,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
93,zi53rt5amlnlle4/0,1,1,0,0,0,0,1,0
94,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
95,zi53rt5amlnlle4/0,1,1,0,0,0,0,1,0
96,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
97,zi53rt5amlnlle4/0,1,1,0,0,0,1,1,0
98,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
99,zi53rt5amlnlle4/0,1,1,0,0,0,0,0,0
100,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
101,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
102,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
103,zi53rt5amlnlle4/0,1,1,0,0,0,0,0,1
104,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
105,zi53rt5amlnlle4/0,1,1,1,1,0,0,1,0
106,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
107,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
108,zi53rt5amlnlle4/0,0,1,0,0,0,0,0,0
0,0t7hyu660p7bja8/1,1,1,0,0,0,1,1,0
1,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
2,0t7hyu660p7bja8/1,0,1,1,1,0,0,0,0
3,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
4,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
5,0t7hyu660p7bja8/1,1,1,0,0,0,0,0,0
6,0t7hyu660p7bja8/1,0,0,0,0,0,0,1,0
7,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
8,0t7hyu660p7bja8/1,1,1,0,0,0,1,1,1
9,0t7hyu660p7bja8/1,0,0,0,0,0,0,1,0
10,0t7hyu660p7bja8/1,1,1,0,0,0,0,1,0
11,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
12,0t7hyu660p7bja8/1,0,1,0,1,1,1,0,0
13,0t7hyu660p7bja8/1,0,1,0,0,0,0,1,0
14,0t7hyu660p7bja8/1,1,1,0,0,0,0,1,0
15,0t7hyu660p7bja8/1,1,1,0,0,0,1,1,0
16,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
17,0t7hyu660p7bja8/1,1,1,0,0,0,0,0,0
18,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
19,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
20,0t7hyu660p7bja8/1,0,1,0,0,1,0,1,0
21,0t7hyu660p7bja8/1,1,0,0,0,0,1,1,1
22,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
23,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
24,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
25,0t7hyu660p7bja8/1,0,1,0,1,0,0,0,0
26,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
27,0t7hyu660p7bja8/1,1,1,0,0,0,0,1,0
28,0t7hyu660p7bja8/1,0,0,0,0,0,1,0,0
29,0t7hyu660p7bja8/1,0,0,0,0,0,0,1,0
30,0t7hyu660p7bja8/1,1,1,0,0,0,1,1,1
31,0t7hyu660p7bja8/1,1,1,0,0,0,0,0,0
32,0t7hyu660p7bja8/1,0,1,0,0,0,0,1,0
33,0t7hyu660p7bja8/1,1,1,0,0,0,0,1,0
34,0t7hyu660p7bja8/1,1,0,0,1,0,0,1,0
35,0t7hyu660p7bja8/1,1,1,0,0,0,0,1,0
36,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
37,0t7hyu660p7bja8/1,1,1,0,0,0,1,1,1
38,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
39,0t7hyu660p7bja8/1,0,1,0,0,0,0,1,0
40,0t7hyu660p7bja8/1,1,0,0,0,0,0,1,0
41,0t7hyu660p7bja8/1,1,1,0,0,0,1,0,0
42,0t7hyu660p7bja8/1,1,1,0,0,0,0,1,0
43,0t7hyu660p7bja8/1,1,1,0,0,0,0,1,0
44,0t7hyu660p7bja8/1,0,1,0,0,0,1,0,0
45,0t7hyu660p7bja8/1,1,0,0,0,0,1,1,1
46,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
47,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
48,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
49,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
50,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
51,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
52,0t7hyu660p7bja8/1,0,0,0,0,1,0,0,0
53,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
54,0t7hyu660p7bja8/1,0,1,0,0,0,0,1,1
55,0t7hyu660p7bja8/1,1,1,0,0,0,1,1,1
56,0t7hyu660p7bja8/1,0,1,0,0,0,0,1,0
57,0t7hyu660p7bja8/1,1,1,0,0,0,0,1,0
58,0t7hyu660p7bja8/1,0,0,0,0,0,0,1,0
59,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
60,0t7hyu660p7bja8/1,1,1,0,0,0,0,0,0
61,0t7hyu660p7bja8/1,0,1,0,0,0,0,1,0
62,0t7hyu660p7bja8/1,1,1,1,1,1,0,1,0
63,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
64,0t7hyu660p7bja8/1,1,1,0,1,0,0,0,0
65,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
66,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
67,0t7hyu660p7bja8/1,1,1,0,0,0,0,0,0
68,0t7hyu660p7bja8/1,1,1,0,0,0,0,1,0
69,0t7hyu660p7bja8/1,0,1,0,0,0,0,1,0
70,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
71,0t7hyu660p7bja8/1,0,0,0,0,0,1,1,0
72,0t7hyu660p7bja8/1,1,1,0,0,0,0,1,0
73,0t7hyu660p7bja8/1,1,1,0,0,0,0,0,0
74,0t7hyu660p7bja8/1,1,1,0,0,0,0,0,0
75,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
76,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
77,0t7hyu660p7bja8/1,1,1,0,0,0,0,1,0
78,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
79,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
80,0t7hyu660p7bja8/1,0,0,0,1,0,1,0,1
81,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
82,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
83,0t7hyu660p7bja8/1,1,1,0,0,0,1,0,0
84,0t7hyu660p7bja8/1,0,0,0,0,0,0,1,0
85,0t7hyu660p7bja8/1,0,1,0,0,0,1,0,0
86,0t7hyu660p7bja8/1,1,1,0,0,0,0,1,0
87,0t7hyu660p7bja8/1,1,1,0,0,0,0,1,1
88,0t7hyu660p7bja8/1,1,1,0,0,0,0,1,1
89,0t7hyu660p7bja8/1,1,1,1,1,0,0,1,0
90,0t7hyu660p7bja8/1,1,1,1,1,1,0,1,0
91,0t7hyu660p7bja8/1,1,0,1,1,0,1,1,1
92,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
93,0t7hyu660p7bja8/1,1,1,0,0,0,0,1,0
94,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
95,0t7hyu660p7bja8/1,1,1,0,0,0,0,0,0
96,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
97,0t7hyu660p7bja8/1,0,1,0,0,0,1,1,0
98,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
99,0t7hyu660p7bja8/1,0,0,0,0,0,0,1,0
100,0t7hyu660p7bja8/1,1,0,0,0,0,0,0,0
101,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
102,0t7hyu660p7bja8/1,1,0,0,0,0,0,1,0
103,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,1
104,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
105,0t7hyu660p7bja8/1,1,1,1,1,0,0,1,0
106,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
107,0t7hyu660p7bja8/1,0,1,0,0,0,0,0,0
108,0t7hyu660p7bja8/1,0,0,0,0,0,0,1,0
0,aqjoi7izpzp6acv/10,0,1,0,0,0,1,1,1
1,aqjoi7izpzp6acv/10,1,0,0,1,0,1,0,1
2,aqjoi7izpzp6acv/10,0,0,1,1,0,0,0,1
3,aqjoi7izpzp6acv/10,0,0,0,1,0,0,0,0
4,aqjoi7izpzp6acv/10,1,0,0,0,0,0,0,1
5,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
6,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
7,aqjoi7izpzp6acv/10,0,0,0,0,0,1,0,1
8,aqjoi7izpzp6acv/10,1,0,0,0,0,1,1,1
9,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
10,aqjoi7izpzp6acv/10,1,0,0,1,0,1,1,1
11,aqjoi7izpzp6acv/10,0,0,0,1,0,1,0,1
12,aqjoi7izpzp6acv/10,1,1,0,1,0,1,1,1
13,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
14,aqjoi7izpzp6acv/10,0,0,0,1,0,1,0,1
15,aqjoi7izpzp6acv/10,1,0,0,0,0,0,1,0
16,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
17,aqjoi7izpzp6acv/10,1,1,0,0,0,1,1,0
18,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
19,aqjoi7izpzp6acv/10,1,0,0,0,0,0,0,1
20,aqjoi7izpzp6acv/10,0,1,0,0,0,1,0,1
21,aqjoi7izpzp6acv/10,1,0,0,0,0,0,0,0
22,aqjoi7izpzp6acv/10,0,1,0,0,0,0,0,1
23,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
24,aqjoi7izpzp6acv/10,0,0,0,0,0,1,0,1
25,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
26,aqjoi7izpzp6acv/10,1,0,0,0,0,0,0,0
27,aqjoi7izpzp6acv/10,0,0,0,0,0,1,0,1
28,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
29,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
30,aqjoi7izpzp6acv/10,1,1,0,0,0,1,1,1
31,aqjoi7izpzp6acv/10,1,1,0,0,0,0,0,0
32,aqjoi7izpzp6acv/10,0,0,0,0,1,0,0,1
33,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
34,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
35,aqjoi7izpzp6acv/10,0,0,0,1,0,1,0,1
36,aqjoi7izpzp6acv/10,0,0,0,0,0,1,0,1
37,aqjoi7izpzp6acv/10,1,1,0,0,0,1,1,1
38,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
39,aqjoi7izpzp6acv/10,1,0,0,0,0,1,0,1
40,aqjoi7izpzp6acv/10,0,0,0,0,0,1,0,1
41,aqjoi7izpzp6acv/10,1,0,0,0,0,1,0,1
42,aqjoi7izpzp6acv/10,0,0,0,0,0,1,1,1
43,aqjoi7izpzp6acv/10,1,1,0,0,0,0,0,1
44,aqjoi7izpzp6acv/10,1,1,0,0,0,1,0,1
45,aqjoi7izpzp6acv/10,1,1,0,1,0,1,1,1
46,aqjoi7izpzp6acv/10,1,1,0,0,0,0,0,0
47,aqjoi7izpzp6acv/10,0,0,0,1,0,0,0,0
48,aqjoi7izpzp6acv/10,1,0,0,0,0,1,0,1
49,aqjoi7izpzp6acv/10,0,0,0,1,0,1,0,1
50,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
51,aqjoi7izpzp6acv/10,0,0,0,0,0,1,0,1
52,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
53,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
54,aqjoi7izpzp6acv/10,1,0,0,0,0,1,0,1
55,aqjoi7izpzp6acv/10,1,1,0,0,0,1,1,1
56,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
57,aqjoi7izpzp6acv/10,1,1,0,0,0,0,1,0
58,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
59,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
60,aqjoi7izpzp6acv/10,1,1,0,0,0,0,0,0
61,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
62,aqjoi7izpzp6acv/10,1,1,0,1,0,0,0,1
63,aqjoi7izpzp6acv/10,0,0,0,1,0,1,0,1
64,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
65,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
66,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
67,aqjoi7izpzp6acv/10,1,1,0,1,1,0,0,0
68,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
69,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
70,aqjoi7izpzp6acv/10,1,0,0,0,0,1,0,1
71,aqjoi7izpzp6acv/10,1,0,0,0,0,1,0,1
72,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
73,aqjoi7izpzp6acv/10,1,0,0,0,0,0,0,0
74,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
75,aqjoi7izpzp6acv/10,1,1,0,0,0,1,1,1
76,aqjoi7izpzp6acv/10,1,0,0,0,0,0,0,0
77,aqjoi7izpzp6acv/10,0,0,0,1,0,1,0,1
78,aqjoi7izpzp6acv/10,1,0,0,0,0,1,0,1
79,aqjoi7izpzp6acv/10,1,0,0,0,0,1,0,1
80,aqjoi7izpzp6acv/10,0,0,0,0,0,1,0,1
81,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
82,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
83,aqjoi7izpzp6acv/10,1,0,0,0,0,1,0,1
84,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
85,aqjoi7izpzp6acv/10,1,0,0,0,0,0,1,1
86,aqjoi7izpzp6acv/10,0,1,1,1,1,0,0,0
87,aqjoi7izpzp6acv/10,1,0,0,0,0,1,0,1
88,aqjoi7izpzp6acv/10,1,1,0,0,1,1,0,1
89,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
90,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
91,aqjoi7izpzp6acv/10,1,0,0,1,0,1,1,1
92,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
93,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
94,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
95,aqjoi7izpzp6acv/10,0,0,0,1,0,0,1,1
96,aqjoi7izpzp6acv/10,1,0,0,0,0,1,0,1
97,aqjoi7izpzp6acv/10,0,1,0,1,0,0,1,0
98,aqjoi7izpzp6acv/10,0,0,0,1,0,0,0,1
99,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
100,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
101,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
102,aqjoi7izpzp6acv/10,0,0,0,0,0,1,0,0
103,aqjoi7izpzp6acv/10,0,0,1,1,1,0,0,0
104,aqjoi7izpzp6acv/10,0,0,0,0,0,1,0,1
105,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
106,aqjoi7izpzp6acv/10,0,0,0,1,0,1,0,1
107,aqjoi7izpzp6acv/10,1,0,0,0,0,0,0,1
108,aqjoi7izpzp6acv/10,0,0,0,0,0,0,0,1
0,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
1,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
2,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
3,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
4,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
5,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
6,m5vgbt7e802e612/20,0,0,0,0,1,0,0,0
7,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
8,m5vgbt7e802e612/20,0,0,1,1,1,1,0,0
9,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
10,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
11,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
12,m5vgbt7e802e612/20,0,0,1,1,1,1,0,0
13,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
14,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
15,m5vgbt7e802e612/20,0,0,0,1,1,1,0,1
16,m5vgbt7e802e612/20,0,0,0,0,1,0,0,0
17,m5vgbt7e802e612/20,0,0,1,1,1,1,0,1
18,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
19,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
20,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
21,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
22,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
23,m5vgbt7e802e612/20,1,0,0,0,1,0,0,0
24,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
25,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
26,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
27,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
28,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
29,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
30,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
31,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
32,m5vgbt7e802e612/20,1,0,0,0,0,0,1,0
33,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
