Answer.INTERFACE,Answer.MECHANISM,Answer.question0,Answer.question1,Answer.question2,Answer.question3,Answer.question4,Answer.question5,Answer.question6,Answer.question7,Answer.question8,Answer.question9,Answer.question10,Answer.question11,Answer.question12,Answer.question13,Answer.question14,Answer.question15,Answer.trueAnswer0,Answer.trueAnswer1,Answer.trueAnswer2,Answer.trueAnswer3,Answer.trueAnswer4,Answer.trueAnswer5,Answer.trueAnswer6,Answer.trueAnswer7,Answer.trueAnswer8,Answer.trueAnswer9,Answer.trueAnswer10,Answer.trueAnswer11,Answer.trueAnswer12,Answer.trueAnswer13,Answer.trueAnswer14,Answer.trueAnswer15,Answer.answer0,Answer.answer1,Answer.answer2,Answer.answer3,Answer.answer4,Answer.answer5,Answer.answer6,Answer.answer7,Answer.answer8,Answer.answer9,Answer.answer10,Answer.answer11,Answer.answer12,Answer.answer13,Answer.answer14,Answer.answer15,Answer.comments
subset,multiplicative,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/wDcGjzP.jpg,Puma,Lion(ess),Lion(ess),Puma,Cheetah,Cheetah,Tiger,Jaguar,Leopard,Puma,Jaguar,Jaguar,Tiger,Cheetah,Leopard,Tiger,Puma,Lion(ess),Lion(ess),Puma,Cheetah,Leopard,Tiger,Jaguar,Leopard,Puma,Jaguar,Jaguar,Tiger,Cheetah,Leopard,Tiger,Thanks
single-noskip,additive,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/O8O3CgP.jpg,Cheetah,Jaguar,Lion(ess),Cheetah,Jaguar,Tiger,Leopard,Leopard,Tiger,Puma,Puma,Tiger,Lion(ess),Cheetah,Jaguar,Puma,Leopard,Leopard,Lion(ess),Cheetah,Cheetah,Tiger,Leopard,Leopard,Tiger,Puma,Puma,Tiger,Puma,Leopard,Leopard,Puma,No.
single-skip,multiplicative,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/Euvz93H.jpg,Puma,Tiger,Cheetah,Puma,Cheetah,Puma,Jaguar,Lion(ess),Tiger,Leopard,Cheetah,Lion(ess),Leopard,Tiger,Jaguar,Jaguar,Puma,Tiger,Cheetah,Puma,Skip,Puma,Jaguar,Lion(ess),Tiger,Leopard,Cheetah,Lion(ess),Leopard,Tiger,Jaguar,Skip,
subset,none,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/UFLgizH.jpg,Lion(ess),Leopard,Cheetah,Leopard,Tiger,Puma,Jaguar,Jaguar,Cheetah,Cheetah,Puma,Lion(ess),Tiger,Tiger,Jaguar,Puma,Lion(ess),Leopard|Jaguar|Cheetah,Jaguar|Cheetah,Jaguar|Cheetah,Tiger,Lion(ess),Jaguar|Cheetah,Jaguar|Cheetah,Leopard|Cheetah,Leopard|Jaguar,Puma,Lion(ess)|Puma,Tiger,Tiger,Leopard|Jaguar,Puma,
single-noskip,additive,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/zmJvsAn.jpg,Jaguar,Lion(ess),Tiger,Puma,Puma,Cheetah,Jaguar,Cheetah,Leopard,Tiger,Jaguar,Puma,Tiger,Cheetah,Lion(ess),Leopard,Leopard,Lion(ess),Tiger,Puma,Puma,Cheetah,Leopard,Cheetah,Leopard,Tiger,Leopard,Puma,Tiger,Cheetah,Lion(ess),Leopard,
subset,multiplicative,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/O8O3CgP.jpg,Jaguar,Jaguar,Tiger,Puma,Cheetah,Cheetah,Puma,Jaguar,Lion(ess),Tiger,Leopard,Leopard,Lion(ess),Tiger,Cheetah,Puma,Jaguar|Leopard|Cheetah,Jaguar|Leopard|Cheetah,Jaguar|Leopard|Cheetah,Jaguar|Leopard|Cheetah,Jaguar|Leopard|Cheetah,Jaguar|Leopard|Cheetah,Jaguar|Leopard|Cheetah,Jaguar|Leopard|Cheetah,Jaguar|Leopard|Cheetah,Jaguar|Leopard|Cheetah,Jaguar|Leopard|Cheetah,Jaguar|Leopard|Cheetah,Jaguar|Leopard|Cheetah,Jaguar|Leopard|Cheetah,Jaguar|Leopard|Cheetah,Jaguar|Leopard|Cheetah,no comments
subset,none,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/UFLgizH.jpg,Jaguar,Cheetah,Leopard,Lion(ess),Cheetah,Lion(ess),Leopard,Puma,Tiger,Puma,Tiger,Jaguar,Cheetah,Jaguar,Tiger,Puma,Leopard|Jaguar,Cheetah|Jaguar,Leopard|Cheetah,Lion(ess)|Puma,Cheetah|Jaguar,Lion(ess)|Puma,Leopard|Jaguar,Lion(ess)|Puma,Tiger|Jaguar,Lion(ess)|Puma,Tiger|Jaguar,Leopard|Cheetah,Leopard|Cheetah,Leopard|Jaguar,Tiger|Jaguar,Lion(ess)|Puma,
single-noskip,additive,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/2hn2Eu8.jpg,Tiger,Tiger,Tiger,Lion(ess),Puma,Cheetah,Jaguar,Lion(ess),Puma,Jaguar,Puma,Leopard,Jaguar,Cheetah,Leopard,Cheetah,Tiger,Tiger,Tiger,Lion(ess),Puma,Cheetah,Cheetah,Leopard,Puma,Cheetah,Puma,Leopard,Cheetah,Cheetah,Cheetah,Cheetah,"I tried my best in answering, but not confident. Thank You"
subset,multiplicative,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,Lion(ess),Lion(ess),Leopard,Puma,Jaguar,Puma,Cheetah,Tiger,Tiger,Cheetah,Jaguar,Puma,Jaguar,Tiger,Cheetah,Leopard,Lion(ess),Lion(ess),Jaguar|Leopard|Cheetah,Puma,Jaguar|Leopard|Cheetah,Puma,Jaguar|Leopard|Cheetah,Tiger,Tiger,Jaguar|Leopard|Cheetah,Jaguar|Leopard|Cheetah,Puma|Lion(ess),Jaguar|Leopard|Cheetah,Tiger,Jaguar|Leopard|Cheetah,Jaguar|Leopard|Cheetah,
subset,multiplicative,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/cz4D4eX.jpg,Puma,Lion(ess),Puma,Tiger,Jaguar,Tiger,Tiger,Cheetah,Leopard,Cheetah,Cheetah,Puma,Leopard,Jaguar,Lion(ess),Jaguar,Puma|Lion(ess),Puma|Lion(ess),Puma|Lion(ess),Tiger,Cheetah|Leopard,Tiger,Tiger,Cheetah|Leopard|Jaguar,Cheetah|Leopard,Cheetah|Leopard,Cheetah|Leopard,Puma|Lion(ess),Cheetah|Lion(ess),Cheetah|Leopard,Lion(ess),Cheetah|Leopard,
subset,none,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/b82bC1q.jpg,Jaguar,Puma,Jaguar,Leopard,Lion(ess),Lion(ess),Jaguar,Cheetah,Tiger,Leopard,Tiger,Puma,Cheetah,Tiger,Puma,Cheetah,Jaguar|Leopard,Puma,Jaguar|Leopard,Cheetah|Leopard,Lion(ess),Lion(ess),Jaguar|Leopard,Cheetah,Tiger,Jaguar|Leopard,Tiger,Puma,Cheetah,Tiger,Puma,Cheetah,
subset,none,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/vLIzY1T.jpg,Puma,Cheetah,Jaguar,Lion(ess),Puma,Cheetah,Lion(ess),Leopard,Jaguar,Tiger,Leopard,Tiger,Cheetah,Puma,Tiger,Jaguar,Puma|Lion(ess),Leopard|Cheetah,Leopard|Jaguar,Lion(ess),Puma|Lion(ess),Cheetah,Lion(ess),Leopard|Jaguar,Leopard|Jaguar,Tiger,Leopard|Jaguar,Tiger,Leopard|Cheetah,Puma,Tiger,Leopard|Jaguar,Almost all the animals are repeated. You could vary the animals. Thank you.
subset,none,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/zmJvsAn.jpg,Cheetah,Cheetah,Jaguar,Cheetah,Lion(ess),Jaguar,Puma,Puma,Jaguar,Lion(ess),Tiger,Leopard,Tiger,Tiger,Puma,Leopard,Jaguar,Cheetah,Tiger,Jaguar,Lion(ess),Tiger,Leopard,Puma,Jaguar,Lion(ess),Tiger,Jaguar,Cheetah,Tiger,Puma,Jaguar,
subset,multiplicative,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/2hn2Eu8.jpg,Puma,Puma,Lion(ess),Leopard,Cheetah,Tiger,Tiger,Jaguar,Cheetah,Lion(ess),Leopard,Puma,Jaguar,Tiger,Jaguar,Cheetah,Puma,Puma,Puma,Leopard,Cheetah|Leopard,Tiger,Tiger,Cheetah|Leopard,Cheetah|Leopard,Lion(ess),Cheetah|Leopard,Puma,Leopard,Tiger,Leopard,Cheetah,
single-skip,multiplicative,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/20ac1mX.jpg,Leopard,Jaguar,Cheetah,Lion(ess),Puma,Puma,Jaguar,Tiger,Cheetah,Leopard,Puma,Jaguar,Lion(ess),Tiger,Tiger,Cheetah,Jaguar,Jaguar,Leopard,Lion(ess),Puma,Puma,Jaguar,Tiger,Cheetah,Jaguar,Jaguar,Jaguar,Lion(ess),Tiger,Tiger,Cheetah,
single-noskip,additive,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/zmJvsAn.jpg,Puma,Lion(ess),Cheetah,Tiger,Cheetah,Jaguar,Cheetah,Tiger,Jaguar,Leopard,Tiger,Puma,Jaguar,Lion(ess),Puma,Leopard,Lion(ess),Lion(ess),Cheetah,Tiger,Leopard,Tiger,Jaguar,Tiger,Cheetah,Cheetah,Tiger,Puma,Leopard,Lion(ess),Puma,Cheetah,
subset,multiplicative,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/cz4D4eX.jpg,Cheetah,Tiger,Cheetah,Puma,Lion(ess),Puma,Jaguar,Leopard,Tiger,Tiger,Cheetah,Puma,Leopard,Jaguar,Lion(ess),Jaguar,Cheetah,Tiger,Cheetah,Jaguar|Puma,Lion(ess),Jaguar|Puma,Leopard,Leopard,Tiger,Tiger,Cheetah,Jaguar|Puma,Leopard,Leopard,Lion(ess),Leopard,
single-skip,multiplicative,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/20ac1mX.jpg,Lion(ess),Jaguar,Tiger,Leopard,Tiger,Jaguar,Puma,Cheetah,Puma,Cheetah,Lion(ess),Puma,Jaguar,Leopard,Tiger,Cheetah,Lion(ess),Cheetah,Tiger,Cheetah,Tiger,Skip,Puma,Cheetah,Puma,Cheetah,Lion(ess),Puma,Skip,Skip,Tiger,Cheetah,
subset,multiplicative,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/20ac1mX.jpg,Puma,Tiger,Tiger,Jaguar,Jaguar,Cheetah,Lion(ess),Cheetah,Leopard,Jaguar,Leopard,Tiger,Lion(ess),Puma,Puma,Cheetah,Lion(ess)|Puma,Tiger,Tiger,Leopard|Jaguar,Leopard|Jaguar,Cheetah,Lion(ess),Cheetah,Leopard|Jaguar,Leopard|Jaguar,Leopard|Jaguar,Tiger,Lion(ess)|Puma,Lion(ess)|Puma,Lion(ess)|Puma,Cheetah,
subset,none,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/20ac1mX.jpg,Cheetah,Cheetah,Puma,Lion(ess),Leopard,Jaguar,Puma,Lion(ess),Tiger,Jaguar,Puma,Tiger,Jaguar,Leopard,Tiger,Cheetah,Leopard|Cheetah,Cheetah|Jaguar,Leopard|Lion(ess)|Puma|Jaguar,Lion(ess),Leopard|Cheetah|Jaguar,Leopard|Cheetah|Puma|Jaguar,Lion(ess)|Puma,Lion(ess)|Puma,Tiger|Jaguar,Leopard|Cheetah|Jaguar,Lion(ess)|Puma,Tiger|Cheetah,Leopard|Cheetah|Jaguar,Leopard|Cheetah|Jaguar,Tiger|Jaguar,Leopard|Cheetah|Jaguar,
subset,none,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/4Vs97dZ.jpg,Jaguar,Tiger,Puma,Puma,Lion(ess),Tiger,Cheetah,Puma,Tiger,Leopard,Cheetah,Leopard,Jaguar,Cheetah,Jaguar,Lion(ess),Tiger|Cheetah|Jaguar,Tiger|Leopard,Jaguar|Puma,Jaguar|Puma,Lion(ess)|Jaguar,Tiger|Cheetah,Cheetah|Jaguar|Puma,Lion(ess)|Puma,Tiger|Jaguar,Tiger|Cheetah,Cheetah|Jaguar,Cheetah|Jaguar|Leopard,Cheetah|Jaguar|Leopard,Cheetah|Leopard,Cheetah|Jaguar,Lion(ess)|Puma,none
subset,none,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/cz4D4eX.jpg,Jaguar,Leopard,Puma,Tiger,Lion(ess),Puma,Tiger,Leopard,Puma,Jaguar,Tiger,Cheetah,Lion(ess),Cheetah,Cheetah,Jaguar,Jaguar|Leopard,Jaguar|Leopard,Puma,Tiger,Puma|Lion(ess),Puma|Lion(ess),Tiger,Jaguar|Leopard,Puma,Jaguar|Leopard,Tiger,Cheetah,Lion(ess),Cheetah,Cheetah,Jaguar|Leopard,
single-skip,multiplicative,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/4Vs97dZ.jpg,Cheetah,Tiger,Jaguar,Cheetah,Puma,Puma,Leopard,Cheetah,Jaguar,Tiger,Leopard,Lion(ess),Jaguar,Tiger,Puma,Lion(ess),Cheetah,Tiger,Leopard,Cheetah,Puma,Puma,Skip,Cheetah,Leopard,Tiger,Leopard,Lion(ess),Skip,Tiger,Puma,Lion(ess),
