Answer.INTERFACE,Answer.MECHANISM,Answer.question0,Answer.question1,Answer.question10,Answer.question11,Answer.question12,Answer.question13,Answer.question14,Answer.question15,Answer.question2,Answer.question3,Answer.question4,Answer.question5,Answer.question6,Answer.question7,Answer.question8,Answer.question9,Answer.trueAnswer0,Answer.trueAnswer1,Answer.trueAnswer10,Answer.trueAnswer11,Answer.trueAnswer12,Answer.trueAnswer13,Answer.trueAnswer14,Answer.trueAnswer15,Answer.trueAnswer2,Answer.trueAnswer3,Answer.trueAnswer4,Answer.trueAnswer5,Answer.trueAnswer6,Answer.trueAnswer7,Answer.trueAnswer8,Answer.trueAnswer9,Answer.answer0,Answer.answer1,Answer.answer10,Answer.answer11,Answer.answer12,Answer.answer13,Answer.answer14,Answer.answer15,Answer.answer2,Answer.answer3,Answer.answer4,Answer.answer5,Answer.answer6,Answer.answer7,Answer.answer8,Answer.answer9,Answer.comments
single-skip,multiplicative,1.4.11,1.1.01,1.4.01,1.1.05,1.4.10,1.5.05,1.5.06,1.5.07,1.4.12,1.4.02,1.4.08,1.5.04,1.1.07,1.1.12,1.4.03,1.1.09,Sand,Grass,Brick,Cloth,Grass,Gravel,Brick,Grass,Sand,Wood,Brick,Sand,Sand,Brick,Wood,Wood,Sand,Grass,Brick,Cloth,Grass,Gravel,Brick,Grass,Sand,Brick,Brick,Sand,Sand,Brick,Brick,Wood,
single-noskip,additive,1.5.04,1.5.06,1.5.05,1.4.10,1.4.02,1.1.09,1.4.12,1.1.12,1.1.05,1.4.11,1.4.03,1.4.08,1.1.01,1.1.07,1.5.07,1.4.01,Sand,Brick,Gravel,Grass,Wood,Wood,Sand,Brick,Cloth,Sand,Wood,Brick,Grass,Sand,Grass,Brick,Gravel,Brick,Gravel,Grass,Wood,Wood,Sand,Brick,Cloth,Sand,Wood,Brick,Grass,Gravel,Grass,Brick,
subset,multiplicative,1.5.07,1.4.12,1.4.03,1.5.06,1.4.01,1.4.10,1.5.04,1.1.01,1.1.09,1.5.05,1.1.05,1.4.11,1.4.02,1.1.07,1.4.08,1.1.12,Grass,Sand,Wood,Brick,Brick,Grass,Sand,Grass,Wood,Gravel,Cloth,Sand,Wood,Sand,Brick,Brick,Grass,Gravel|Brick,Gravel|Brick,Brick,Brick,Grass|Sand,Brick|Sand,Gravel|Sand,Cloth|Wood,Gravel|Brick|Sand,Cloth,Brick|Wood,Gravel|Brick|Sand,Sand,Brick,Brick,
subset,none,1.4.12,1.4.11,1.5.06,1.1.12,1.5.04,1.5.05,1.5.07,1.4.02,1.4.10,1.1.09,1.1.07,1.1.01,1.4.01,1.4.08,1.1.05,1.4.03,Sand,Sand,Brick,Brick,Sand,Gravel,Grass,Wood,Grass,Wood,Sand,Grass,Brick,Brick,Cloth,Wood,Sand|Gravel|Cloth|Wood|Grass,Sand|Gravel|Cloth|Wood|Grass,Gravel|Brick|Wood,Gravel|Brick|Wood,Sand|Gravel|Wood,Sand|Gravel|Brick,Sand|Gravel|Grass,Gravel|Brick|Wood,Gravel|Cloth|Grass,Sand|Cloth|Wood,Sand|Gravel|Grass,Sand|Cloth|Grass,Gravel|Brick|Wood,Gravel|Cloth|Brick|Wood,Gravel|Cloth|Wood,Sand|Gravel|Brick|Wood,Good
subset,none,1.5.05,1.5.06,1.4.08,1.1.07,1.4.03,1.1.09,1.4.12,1.4.02,1.4.10,1.5.07,1.5.04,1.1.05,1.4.11,1.4.01,1.1.01,1.1.12,Gravel,Brick,Brick,Sand,Wood,Wood,Sand,Wood,Grass,Grass,Sand,Cloth,Sand,Brick,Grass,Brick,Gravel,Brick,Cloth|Brick,Grass,Brick,Wood,Sand|Cloth,Brick,Grass,Grass,Sand|Gravel,Cloth,Sand|Cloth,Wood|Brick,Grass,Brick,Interesting study
subset,none,1.1.01,1.5.07,1.1.05,1.1.12,1.5.05,1.4.10,1.1.09,1.5.06,1.4.12,1.1.07,1.4.11,1.5.04,1.4.02,1.4.03,1.4.01,1.4.08,Grass,Grass,Cloth,Brick,Gravel,Grass,Wood,Brick,Sand,Sand,Sand,Sand,Wood,Wood,Brick,Brick,Wood|Grass,Grass,Cloth,Brick,Gravel,Grass,Wood,Brick,Brick,Brick,Brick,Brick,Wood,Wood,Brick,Brick,
single-noskip,additive,1.4.01,1.5.04,1.5.05,1.4.11,1.4.12,1.1.05,1.4.02,1.1.09,1.1.01,1.4.03,1.5.07,1.4.10,1.1.12,1.5.06,1.1.07,1.4.08,Brick,Sand,Gravel,Sand,Sand,Cloth,Wood,Wood,Grass,Wood,Grass,Grass,Brick,Brick,Sand,Brick,Brick,Gravel,Gravel,Gravel,Gravel,Cloth,Brick,Cloth,Grass,Brick,Grass,Grass,Brick,Brick,Gravel,Cloth,
single-skip,multiplicative,1.4.12,1.4.08,1.1.12,1.5.04,1.4.11,1.1.09,1.5.05,1.5.07,1.4.03,1.5.06,1.1.01,1.1.05,1.4.01,1.4.02,1.4.10,1.1.07,Sand,Brick,Brick,Sand,Sand,Wood,Gravel,Grass,Wood,Brick,Grass,Cloth,Brick,Wood,Grass,Sand,Skip,Brick,Brick,Gravel,Skip,Wood,Gravel,Grass,Wood,Brick,Grass,Cloth,Brick,Wood,Grass,Grass,Thank you.
single-noskip,additive,1.5.07,1.5.06,1.4.08,1.1.01,1.4.01,1.1.12,1.4.11,1.1.05,1.4.02,1.4.12,1.4.10,1.1.07,1.5.04,1.5.05,1.4.03,1.1.09,Grass,Brick,Brick,Grass,Brick,Brick,Sand,Cloth,Wood,Sand,Grass,Sand,Sand,Gravel,Wood,Wood,Grass,Brick,Brick,Grass,Brick,Brick,Sand,Cloth,Brick,Sand,Grass,Grass,Sand,Cloth,Brick,Wood,
single-noskip,additive,1.1.01,1.5.07,1.4.03,1.4.02,1.5.05,1.5.04,1.4.11,1.1.05,1.4.01,1.4.08,1.4.12,1.5.06,1.1.07,1.1.12,1.1.09,1.4.10,Grass,Grass,Wood,Wood,Gravel,Sand,Sand,Cloth,Brick,Brick,Sand,Brick,Sand,Brick,Wood,Grass,Grass,Grass,Brick,Brick,Gravel,Gravel,Gravel,Cloth,Brick,Brick,Gravel,Brick,Gravel,Brick,Wood,Grass,
single-noskip,additive,1.1.01,1.5.07,1.1.09,1.1.12,1.4.10,1.1.07,1.4.02,1.4.11,1.1.05,1.4.01,1.5.06,1.5.04,1.4.03,1.4.12,1.5.05,1.4.08,Grass,Grass,Wood,Brick,Grass,Sand,Wood,Sand,Cloth,Brick,Brick,Sand,Wood,Sand,Gravel,Brick,Gravel,Grass,Wood,Brick,Grass,Sand,Brick,Gravel,Cloth,Brick,Brick,Sand,Brick,Sand,Gravel,Brick,
single-skip,multiplicative,1.4.08,1.1.12,1.1.01,1.1.09,1.4.12,1.5.06,1.4.02,1.4.11,1.1.07,1.4.01,1.1.05,1.5.04,1.4.03,1.5.07,1.4.10,1.5.05,Brick,Brick,Grass,Wood,Sand,Brick,Wood,Sand,Sand,Brick,Cloth,Sand,Wood,Grass,Grass,Gravel,Skip,Brick,Skip,Wood,Sand,Brick,Brick,Sand,Sand,Brick,Cloth,Sand,Brick,Grass,Grass,Gravel,"Interesting, but risky hit."
single-skip,multiplicative,1.1.01,1.4.01,1.5.06,1.1.09,1.4.11,1.4.08,1.4.10,1.4.12,1.4.03,1.4.02,1.1.05,1.1.12,1.5.07,1.5.04,1.1.07,1.5.05,Grass,Brick,Brick,Wood,Sand,Brick,Grass,Sand,Wood,Wood,Cloth,Brick,Grass,Sand,Sand,Gravel,Skip,Brick,Brick,Wood,Sand,Brick,Grass,Sand,Brick,Brick,Cloth,Brick,Grass,Skip,Skip,Skip,
single-noskip,additive,1.4.12,1.5.07,1.4.08,1.1.05,1.1.09,1.5.06,1.4.02,1.4.03,1.1.01,1.4.01,1.1.12,1.4.10,1.1.07,1.5.05,1.5.04,1.4.11,Sand,Grass,Brick,Cloth,Wood,Brick,Wood,Wood,Grass,Brick,Brick,Grass,Sand,Gravel,Sand,Sand,Sand,Grass,Brick,Cloth,Wood,Brick,Brick,Brick,Grass,Brick,Brick,Grass,Sand,Gravel,Sand,Sand,
subset,none,1.5.07,1.4.11,1.5.04,1.4.12,1.1.01,1.4.08,1.5.05,1.1.09,1.1.07,1.4.02,1.4.03,1.1.05,1.4.01,1.1.12,1.5.06,1.4.10,Grass,Sand,Sand,Sand,Grass,Brick,Gravel,Wood,Sand,Wood,Wood,Cloth,Brick,Brick,Brick,Grass,Grass,Sand|Wood,Sand|Wood,Sand|Wood,Grass,Brick|Gravel,Sand|Gravel,Gravel|Wood,Sand,Brick,Brick,Gravel|Wood,Brick|Gravel,Brick,Brick,Grass,
subset,none,1.5.05,1.5.07,1.4.10,1.5.04,1.4.03,1.1.09,1.5.06,1.4.08,1.4.12,1.1.01,1.1.05,1.4.11,1.1.12,1.4.01,1.4.02,1.1.07,Gravel,Grass,Grass,Sand,Wood,Wood,Brick,Brick,Sand,Grass,Cloth,Sand,Brick,Brick,Wood,Sand,Wood|Gravel|Sand,Gravel|Grass|Sand,Gravel|Grass|Sand,Wood|Cloth|Sand,Wood|Gravel|Brick,Wood|Cloth|Sand,Wood|Gravel|Brick,Wood|Brick|Cloth,Wood|Cloth|Sand,Gravel|Cloth|Grass,Wood|Cloth|Sand,Gravel|Cloth|Sand,Wood|Gravel|Brick,Wood|Gravel|Brick,Gravel|Brick|Sand,Wood|Gravel|Sand,Nice
subset,multiplicative,1.1.09,1.5.05,1.1.12,1.4.03,1.4.11,1.5.06,1.4.02,1.4.01,1.4.08,1.1.01,1.1.07,1.4.10,1.4.12,1.1.05,1.5.07,1.5.04,Wood,Gravel,Brick,Wood,Sand,Brick,Wood,Brick,Brick,Grass,Sand,Grass,Sand,Cloth,Grass,Sand,Wood|Sand,Wood|Gravel|Brick,Gravel|Brick,Wood,Wood|Grass|Sand|Cloth,Wood|Brick,Wood|Brick,Wood|Gravel|Brick,Wood|Sand|Brick,Grass|Sand,Gravel|Grass|Sand,Gravel|Grass|Sand,Wood|Grass|Brick,Wood|Gravel|Grass|Sand|Brick|Cloth,Grass|Sand,Wood|Grass|Sand|Cloth,
subset,multiplicative,1.4.11,1.4.08,1.1.07,1.5.05,1.1.01,1.5.07,1.4.03,1.5.06,1.1.05,1.4.10,1.4.02,1.5.04,1.1.12,1.4.01,1.1.09,1.4.12,Sand,Brick,Sand,Gravel,Grass,Grass,Wood,Brick,Cloth,Grass,Wood,Sand,Brick,Brick,Wood,Sand,Brick|Wood|Gravel|Cloth|Sand,Brick|Wood|Gravel|Cloth,Brick|Gravel|Cloth|Sand,Brick|Wood|Grass|Gravel,Grass|Gravel|Cloth,Grass,Brick|Wood,Brick|Wood,Grass|Gravel|Cloth|Sand,Grass|Gravel|Sand,Wood,Grass|Gravel|Cloth|Sand,Brick|Wood,Brick|Wood,Wood|Gravel|Cloth|Sand,Brick|Gravel|Cloth|Sand,It was different and fun.
single-skip,multiplicative,1.4.03,1.1.05,1.1.01,1.1.12,1.5.07,1.1.07,1.5.05,1.4.12,1.4.11,1.5.06,1.4.08,1.4.10,1.4.01,1.4.02,1.1.09,1.5.04,Wood,Cloth,Grass,Brick,Grass,Sand,Gravel,Sand,Sand,Brick,Brick,Grass,Brick,Wood,Wood,Sand,Wood,Cloth,Grass,Brick,Grass,Skip,Sand,Skip,Skip,Brick,Brick,Grass,Brick,Wood,Wood,Skip,
single-skip,multiplicative,1.4.01,1.4.03,1.4.02,1.5.07,1.1.09,1.5.05,1.4.12,1.1.05,1.5.06,1.4.10,1.1.12,1.1.01,1.4.11,1.1.07,1.4.08,1.5.04,Brick,Wood,Wood,Grass,Wood,Gravel,Sand,Cloth,Brick,Grass,Brick,Grass,Sand,Sand,Brick,Sand,Brick,Skip,Skip,Grass,Wood,Gravel,Sand,Cloth,Brick,Grass,Brick,Grass,Skip,Sand,Brick,Skip,
single-noskip,additive,1.4.12,1.5.07,1.1.09,1.4.11,1.4.03,1.5.04,1.1.01,1.1.07,1.4.08,1.4.02,1.4.10,1.5.05,1.5.06,1.1.12,1.1.05,1.4.01,Sand,Grass,Wood,Sand,Wood,Sand,Grass,Sand,Brick,Wood,Grass,Gravel,Brick,Brick,Cloth,Brick,Sand,Grass,Cloth,Sand,Brick,Cloth,Grass,Sand,Brick,Brick,Grass,Gravel,Brick,Brick,Cloth,Brick,No.
subset,none,1.4.11,1.4.10,1.1.12,1.1.07,1.4.03,1.4.12,1.4.02,1.1.01,1.4.08,1.5.07,1.5.06,1.1.05,1.1.09,1.4.01,1.5.04,1.5.05,Sand,Grass,Brick,Sand,Wood,Sand,Wood,Grass,Brick,Grass,Brick,Cloth,Wood,Brick,Sand,Gravel,Sand|Cloth,Grass,Brick,Sand|Gravel,Brick,Sand,Brick,Grass,Brick,Grass,Brick,Cloth,Wood,Brick,Sand,Gravel,
single-noskip,additive,1.4.03,1.4.10,1.4.11,1.5.06,1.5.04,1.1.12,1.5.07,1.1.07,1.1.05,1.1.09,1.1.01,1.5.05,1.4.02,1.4.12,1.4.01,1.4.08,Wood,Grass,Sand,Brick,Sand,Brick,Grass,Sand,Cloth,Wood,Grass,Gravel,Wood,Sand,Brick,Brick,Brick,Grass,Sand,Brick,Gravel,Brick,Grass,Gravel,Cloth,Wood,Grass,Gravel,Brick,Sand,Brick,Brick,very interesting work to do. Thank you.
subset,none,1.5.04,1.4.01,1.1.09,1.1.01,1.4.10,1.4.02,1.4.11,1.1.05,1.4.08,1.5.07,1.4.12,1.1.07,1.1.12,1.5.06,1.5.05,1.4.03,Sand,Brick,Wood,Grass,Grass,Wood,Sand,Cloth,Brick,Grass,Sand,Sand,Brick,Brick,Gravel,Wood,Sand|Gravel,Brick,Wood|Cloth,Wood|Grass|Gravel,Grass,Brick,Sand|Wood|Grass|Gravel,Cloth,Wood|Brick|Cloth,Grass,Sand|Grass|Gravel,Sand|Wood|Gravel,Brick,Brick,Wood|Gravel,Brick,
subset,none,1.5.05,1.1.12,1.1.05,1.1.01,1.4.03,1.4.12,1.4.08,1.4.10,1.4.02,1.1.09,1.1.07,1.4.01,1.4.11,1.5.06,1.5.07,1.5.04,Gravel,Brick,Cloth,Grass,Wood,Sand,Brick,Grass,Wood,Wood,Sand,Brick,Sand,Brick,Grass,Sand,Sand|Gravel,Brick|Gravel,Sand|Cloth|Brick,Cloth|Grass,Wood,Sand|Cloth|Gravel,Cloth|Brick,Grass,Wood|Brick,Wood,Sand|Gravel,Brick,Sand|Cloth|Wood,Brick,Cloth,Sand|Brick|Gravel,
subset,multiplicative,1.1.01,1.4.02,1.4.12,1.5.06,1.1.12,1.4.10,1.4.11,1.1.09,1.5.05,1.4.01,1.1.05,1.4.03,1.5.07,1.5.04,1.4.08,1.1.07,Grass,Wood,Sand,Brick,Brick,Grass,Sand,Wood,Gravel,Brick,Cloth,Wood,Grass,Sand,Brick,Sand,Gravel|Sand|Grass|Cloth,Brick|Wood|Cloth,Gravel|Sand|Wood|Grass|Cloth,Brick|Cloth,Brick|Cloth,Gravel|Sand|Grass|Cloth,Gravel|Sand|Grass|Cloth,Gravel|Sand|Wood|Cloth,Gravel|Sand|Wood|Cloth,Brick|Wood|Cloth,Gravel|Sand|Cloth,Wood|Cloth,Sand|Grass|Cloth,Gravel|Sand|Wood|Grass|Cloth,Brick|Wood|Cloth,Gravel|Sand|Wood|Grass|Cloth,
subset,multiplicative,1.1.01,1.1.07,1.4.12,1.1.05,1.1.09,1.4.11,1.5.07,1.4.03,1.4.01,1.5.04,1.5.06,1.5.05,1.1.12,1.4.02,1.4.10,1.4.08,Grass,Sand,Sand,Cloth,Wood,Sand,Grass,Wood,Brick,Sand,Brick,Gravel,Brick,Wood,Grass,Brick,Gravel|Cloth|Sand,Gravel|Cloth|Sand,Gravel|Cloth|Sand,Cloth,Wood,Gravel|Brick|Cloth|Sand,Grass,Brick|Wood,Brick|Cloth,Gravel|Brick|Cloth|Sand,Brick|Wood,Gravel|Brick|Sand,Brick|Wood,Brick|Wood,Grass,Brick|Wood,
single-noskip,additive,1.1.09,1.1.12,1.1.01,1.1.07,1.1.05,1.4.08,1.4.02,1.5.06,1.5.04,1.5.07,1.4.03,1.4.01,1.5.05,1.4.12,1.4.11,1.4.10,Wood,Brick,Grass,Sand,Cloth,Brick,Wood,Brick,Sand,Grass,Wood,Brick,Gravel,Sand,Sand,Grass,Wood,Brick,Grass,Cloth,Cloth,Brick,Wood,Brick,Gravel,Grass,Wood,Brick,Gravel,Wood,Wood,Grass,
subset,none,1.5.05,1.5.04,1.1.12,1.4.02,1.4.10,1.1.01,1.5.07,1.1.09,1.1.05,1.1.07,1.4.08,1.4.03,1.4.11,1.4.12,1.4.01,1.5.06,Gravel,Sand,Brick,Wood,Grass,Grass,Grass,Wood,Cloth,Sand,Brick,Wood,Sand,Sand,Brick,Brick,Sand|Brick,Gravel|Brick,Brick,Brick,Grass,Sand|Gravel,Grass,Wood,Cloth|Grass,Gravel|Brick,Cloth,Wood|Brick,Gravel|Brick,Brick,Brick,Brick,Nice survey I liked it.
single-noskip,additive,1.4.10,1.4.02,1.5.06,1.1.01,1.1.09,1.1.05,1.4.01,1.4.11,1.4.08,1.1.07,1.5.04,1.4.12,1.5.07,1.1.12,1.5.05,1.4.03,Grass,Wood,Brick,Grass,Wood,Cloth,Brick,Sand,Brick,Sand,Sand,Sand,Grass,Brick,Gravel,Wood,Gravel,Brick,Brick,Gravel,Wood,Gravel,Brick,Gravel,Brick,Gravel,Gravel,Gravel,Gravel,Brick,Gravel,Brick,
single-noskip,additive,1.5.07,1.5.06,1.1.09,1.1.07,1.5.05,1.4.10,1.4.12,1.1.05,1.4.03,1.4.02,1.5.04,1.4.08,1.4.11,1.4.01,1.1.01,1.1.12,Grass,Brick,Wood,Sand,Gravel,Grass,Sand,Cloth,Wood,Wood,Sand,Brick,Sand,Brick,Grass,Brick,Grass,Brick,Cloth,Gravel,Gravel,Grass,Gravel,Brick,Gravel,Brick,Gravel,Cloth,Gravel,Brick,Grass,Brick,
subset,none,1.5.04,1.1.01,1.4.10,1.4.02,1.4.08,1.4.11,1.5.06,1.4.12,1.1.07,1.1.12,1.4.03,1.4.01,1.1.05,1.5.05,1.1.09,1.5.07,Sand,Grass,Grass,Wood,Brick,Sand,Brick,Sand,Sand,Brick,Wood,Brick,Cloth,Gravel,Wood,Grass,Grass|Gravel,Wood|Cloth|Brick,Cloth|Grass|Gravel,Wood|Brick|Grass,Brick|Grass|Gravel,Cloth|Sand|Brick,Sand|Brick|Grass,Cloth|Sand|Brick,Sand|Brick|Grass,Cloth|Sand|Brick,Wood|Brick|Grass,Sand|Grass|Gravel,Cloth|Sand|Grass,Cloth|Brick|Grass,Wood|Sand|Gravel,Cloth|Grass|Gravel,
single-skip,multiplicative,1.5.05,1.4.08,1.4.02,1.5.06,1.1.01,1.4.01,1.4.12,1.1.07,1.4.10,1.5.04,1.1.09,1.1.05,1.5.07,1.1.12,1.4.11,1.4.03,Gravel,Brick,Wood,Brick,Grass,Brick,Sand,Sand,Grass,Sand,Wood,Cloth,Grass,Brick,Sand,Wood,Gravel,Brick,Brick,Brick,Grass,Brick,Skip,Skip,Grass,Skip,Skip,Cloth,Grass,Brick,Skip,Brick,none
subset,multiplicative,1.1.05,1.1.01,1.4.12,1.5.06,1.4.08,1.4.01,1.4.10,1.4.11,1.5.07,1.1.07,1.4.02,1.4.03,1.1.12,1.1.09,1.5.04,1.5.05,Cloth,Grass,Sand,Brick,Brick,Brick,Grass,Sand,Grass,Sand,Wood,Wood,Brick,Wood,Sand,Gravel,Cloth,Grass|Wood,Cloth|Brick,Brick,Brick,Brick,Grass,Cloth|Brick,Grass,Sand|Brick,Brick|Wood,Brick|Wood,Brick,Wood,Sand|Cloth|Brick,Gravel,
subset,multiplicative,1.4.12,1.4.02,1.4.03,1.5.04,1.5.05,1.4.01,1.4.10,1.4.11,1.1.12,1.4.08,1.1.09,1.5.06,1.5.07,1.1.01,1.1.05,1.1.07,Sand,Wood,Wood,Sand,Gravel,Brick,Grass,Sand,Brick,Brick,Wood,Brick,Grass,Grass,Cloth,Sand,Sand|Gravel,Brick|Wood,Wood,Sand|Gravel|Brick,Gravel,Brick,Grass,Cloth|Sand|Gravel|Brick,Brick,Cloth|Brick,Wood,Brick,Grass,Gravel|Grass,Cloth|Brick|Wood,Sand|Gravel|Brick,Good Interesting Study!
subset,multiplicative,1.5.05,1.5.06,1.1.12,1.4.02,1.1.05,1.4.03,1.4.11,1.5.04,1.5.07,1.4.12,1.4.10,1.1.09,1.4.01,1.1.07,1.4.08,1.1.01,Gravel,Brick,Brick,Wood,Cloth,Wood,Sand,Sand,Grass,Sand,Grass,Wood,Brick,Sand,Brick,Grass,Cloth|Sand|Gravel,Gravel|Wood|Brick,Brick,Gravel|Brick,Cloth,Brick,Cloth|Sand,Cloth,Grass,Cloth|Sand,Grass,Wood,Gravel|Brick,Sand|Gravel,Gravel|Brick,Grass,
single-skip,multiplicative,1.1.09,1.4.01,1.5.06,1.4.02,1.4.03,1.5.07,1.1.12,1.5.04,1.4.10,1.5.05,1.4.11,1.1.01,1.1.05,1.4.08,1.1.07,1.4.12,Wood,Brick,Brick,Wood,Wood,Grass,Brick,Sand,Grass,Gravel,Sand,Grass,Cloth,Brick,Sand,Sand,Wood,Brick,Brick,Brick,Brick,Grass,Brick,Skip,Grass,Gravel,Skip,Grass,Cloth,Brick,Skip,Skip,
single-noskip,additive,1.1.12,1.5.04,1.4.02,1.4.10,1.4.12,1.1.01,1.4.08,1.1.07,1.1.05,1.5.07,1.4.01,1.4.11,1.5.06,1.1.09,1.4.03,1.5.05,Brick,Sand,Wood,Grass,Sand,Grass,Brick,Sand,Cloth,Grass,Brick,Sand,Brick,Wood,Wood,Gravel,Brick,Cloth,Wood,Grass,Sand,Grass,Brick,Cloth,Cloth,Grass,Brick,Sand,Brick,Wood,Wood,Gravel,
single-skip,multiplicative,1.1.07,1.1.09,1.1.05,1.4.01,1.5.05,1.5.06,1.1.12,1.4.10,1.5.07,1.4.11,1.4.03,1.1.01,1.4.08,1.4.12,1.5.04,1.4.02,Sand,Wood,Cloth,Brick,Gravel,Brick,Brick,Grass,Grass,Sand,Wood,Grass,Brick,Sand,Sand,Wood,Grass,Grass,Cloth,Brick,Skip,Brick,Brick,Grass,Grass,Sand,Brick,Grass,Brick,Sand,Sand,Brick,
single-noskip,additive,1.5.04,1.4.01,1.5.06,1.1.12,1.1.07,1.4.12,1.1.09,1.4.08,1.4.11,1.4.02,1.1.05,1.5.07,1.4.03,1.4.10,1.5.05,1.1.01,Sand,Brick,Brick,Brick,Sand,Sand,Wood,Brick,Sand,Wood,Cloth,Grass,Wood,Grass,Gravel,Grass,Gravel,Brick,Brick,Brick,Gravel,Sand,Wood,Brick,Sand,Brick,Cloth,Grass,Brick,Grass,Gravel,Grass,It was a good hit
single-noskip,additive,1.5.04,1.4.01,1.1.12,1.1.07,1.1.09,1.4.03,1.4.10,1.4.11,1.5.06,1.5.05,1.5.07,1.4.12,1.4.08,1.4.02,1.1.01,1.1.05,Sand,Brick,Brick,Sand,Wood,Wood,Grass,Sand,Brick,Gravel,Grass,Sand,Brick,Wood,Grass,Cloth,Sand,Brick,Brick,Sand,Wood,Wood,Grass,Sand,Brick,Gravel,Grass,Sand,Brick,Brick,Grass,Brick,
subset,none,1.4.08,1.1.12,1.1.09,1.1.01,1.5.05,1.4.02,1.5.04,1.1.07,1.4.10,1.4.01,1.1.05,1.4.11,1.4.03,1.4.12,1.5.07,1.5.06,Brick,Brick,Wood,Grass,Gravel,Wood,Sand,Sand,Grass,Brick,Cloth,Sand,Wood,Sand,Grass,Brick,Brick,Brick,Wood,Grass,Gravel,Wood,Sand,Grass,Grass,Brick,Cloth,Sand,Wood,Sand,Grass,Brick,
subset,none,1.5.05,1.1.05,1.4.11,1.4.08,1.4.12,1.1.09,1.5.06,1.5.07,1.4.03,1.1.12,1.5.04,1.1.07,1.4.01,1.1.01,1.4.02,1.4.10,Gravel,Cloth,Sand,Brick,Sand,Wood,Brick,Grass,Wood,Brick,Sand,Sand,Brick,Grass,Wood,Grass,Gravel|Brick,Cloth|Brick,Sand|Gravel,Wood|Gravel|Brick,Sand|Gravel,Wood|Cloth|Gravel,Gravel|Brick,Grass,Gravel|Brick,Gravel|Brick,Gravel|Brick,Gravel|Brick,Brick,Cloth|Grass,Gravel|Brick,Grass,
single-skip,multiplicative,1.4.03,1.5.06,1.1.12,1.4.10,1.1.01,1.4.01,1.5.07,1.4.11,1.1.05,1.4.02,1.1.07,1.5.05,1.4.08,1.5.04,1.1.09,1.4.12,Wood,Brick,Brick,Grass,Grass,Brick,Grass,Sand,Cloth,Wood,Sand,Gravel,Brick,Sand,Wood,Sand,Wood,Brick,Brick,Skip,Skip,Brick,Skip,Sand,Cloth,Wood,Sand,Gravel,Brick,Wood,Skip,Sand,"NICE JOB, THANK YOU"
subset,multiplicative,1.4.03,1.1.12,1.4.12,1.4.10,1.1.09,1.5.04,1.1.01,1.5.07,1.1.05,1.4.11,1.1.07,1.4.08,1.5.06,1.4.02,1.4.01,1.5.05,Wood,Brick,Sand,Grass,Wood,Sand,Grass,Grass,Cloth,Sand,Sand,Brick,Brick,Wood,Brick,Gravel,Wood|Brick|Gravel,Wood|Brick|Gravel,Wood|Brick|Gravel,Wood|Grass|Brick,Wood|Brick|Gravel,Wood|Brick|Gravel,Grass|Brick|Gravel,Grass|Brick|Gravel,Wood|Brick|Gravel,Brick|Sand|Gravel,Wood|Brick|Gravel,Cloth|Brick|Gravel,Wood|Brick|Gravel,Wood|Brick|Gravel,Wood|Brick|Gravel,Wood|Brick|Gravel,Very Interesting Task.
single-skip,multiplicative,1.1.01,1.5.07,1.4.10,1.4.02,1.1.09,1.1.12,1.4.03,1.4.01,1.4.08,1.4.11,1.5.04,1.5.06,1.1.07,1.4.12,1.1.05,1.5.05,Grass,Grass,Grass,Wood,Wood,Brick,Wood,Brick,Brick,Sand,Sand,Brick,Sand,Sand,Cloth,Gravel,Skip,Grass,Grass,Wood,Wood,Brick,Wood,Brick,Brick,Skip,Skip,Brick,Skip,Skip,Skip,Gravel,
subset,none,1.5.04,1.4.08,1.1.09,1.4.11,1.5.06,1.1.01,1.5.07,1.1.07,1.5.05,1.4.12,1.4.02,1.4.03,1.1.12,1.4.10,1.1.05,1.4.01,Sand,Brick,Wood,Sand,Brick,Grass,Grass,Sand,Gravel,Sand,Wood,Wood,Brick,Grass,Cloth,Brick,Gravel|Sand,Cloth|Wood,Cloth|Wood,Cloth|Brick|Sand|Wood,Brick|Sand,Grass|Sand,Grass|Sand,Cloth|Gravel|Grass|Sand,Gravel|Sand,Brick|Gravel|Sand|Wood,Brick|Sand,Brick|Wood,Brick|Sand,Grass|Sand,Brick|Sand,Brick|Sand,None. Thank you!
single-skip,multiplicative,1.1.12,1.1.01,1.5.07,1.1.05,1.5.05,1.5.04,1.4.02,1.1.09,1.4.08,1.5.06,1.4.01,1.4.03,1.4.12,1.4.10,1.1.07,1.4.11,Brick,Grass,Grass,Cloth,Gravel,Sand,Wood,Wood,Brick,Brick,Brick,Wood,Sand,Grass,Sand,Sand,Brick,Grass,Grass,Brick,Gravel,Skip,Wood,Wood,Brick,Brick,Brick,Wood,Skip,Grass,Gravel,Skip,
single-skip,multiplicative,1.5.04,1.5.05,1.4.02,1.4.11,1.4.01,1.1.01,1.4.10,1.4.03,1.1.05,1.1.12,1.5.06,1.1.07,1.4.12,1.5.07,1.1.09,1.4.08,Sand,Gravel,Wood,Sand,Brick,Grass,Grass,Wood,Cloth,Brick,Brick,Sand,Sand,Grass,Wood,Brick,Sand,Gravel,Brick,Sand,Brick,Grass,Grass,Brick,Cloth,Brick,Brick,Sand,Wood,Grass,Grass,Brick,
