Answer.INTERFACE,Answer.MECHANISM,Answer.question0,Answer.question1,Answer.question10,Answer.question11,Answer.question12,Answer.question13,Answer.question14,Answer.question15,Answer.question16,Answer.question17,Answer.question18,Answer.question19,Answer.question2,Answer.question20,Answer.question21,Answer.question22,Answer.question23,Answer.question24,Answer.question3,Answer.question4,Answer.question5,Answer.question6,Answer.question7,Answer.question8,Answer.question9,Answer.trueAnswer0,Answer.trueAnswer1,Answer.trueAnswer10,Answer.trueAnswer11,Answer.trueAnswer12,Answer.trueAnswer13,Answer.trueAnswer14,Answer.trueAnswer15,Answer.trueAnswer16,Answer.trueAnswer17,Answer.trueAnswer18,Answer.trueAnswer19,Answer.trueAnswer2,Answer.trueAnswer20,Answer.trueAnswer21,Answer.trueAnswer22,Answer.trueAnswer23,Answer.trueAnswer24,Answer.trueAnswer3,Answer.trueAnswer4,Answer.trueAnswer5,Answer.trueAnswer6,Answer.trueAnswer7,Answer.trueAnswer8,Answer.trueAnswer9,Answer.answer0,Answer.answer1,Answer.answer10,Answer.answer11,Answer.answer12,Answer.answer13,Answer.answer14,Answer.answer15,Answer.answer16,Answer.answer17,Answer.answer18,Answer.answer19,Answer.answer2,Answer.answer20,Answer.answer21,Answer.answer22,Answer.answer23,Answer.answer24,Answer.answer3,Answer.answer4,Answer.answer5,Answer.answer6,Answer.answer7,Answer.answer8,Answer.answer9,Answer.comments
subset,multiplicative,aqjoi7izpzp6acv/10,dfgcmyi9zlmzojy/2,h53qagtbagigq4f/12,0xtz9sah11iwzfb/19,zxvn4kcvil8onmd/6,nm9rf5ltug85eay/8,9v2qvj0b6ny4lrp/5,wc3yesvzcawev2b/18,xzadddndcont63h/11,0t7hyu660p7bja8/1,9omx3hyvbsi6s4z/14,zi53rt5amlnlle4/0,lje1kpehfxsqxg6/3,ida8bqy4xp5417p/23,867rdbxwrn1tlom/13,p8x7qrx57foej2v/17,lgbjckfncok88u1/21,wx0obc7c8f6ce6w/16,2e3tfgr5x7rfryb/9,a9sdxr2f6l0ngql/24,c39wrwcnjy60fx0/15,c7557xr0oa9typw/22,c8vfeb66wb94r09/4,6l8h1tv26zedant/7,m5vgbt7e802e612/20,Hindi,Russian,Hindi,Chinese,Tamil,Tamil,Thai,Chinese,Hindi,Russian,Latin,Russian,Thai,Japanese,Latin,Hebrew,Japanese,Hebrew,Hindi,Japanese,Hebrew,Japanese,Thai,Tamil,Chinese,Hindi,Hebrew,Hindi,Chinese|Japanese,Tamil,Chinese|Japanese|Thai,Tamil|Thai,Chinese|Japanese,Hindi,Hebrew|Russian,Latin,Russian,Japanese|Thai,Chinese|Japanese,Latin,Hebrew|Thai,Chinese|Japanese,Hebrew|Thai,Hindi,Chinese|Japanese,Thai,Chinese|Japanese,Chinese|Japanese|Thai,Tamil|Thai,Chinese|Japanese,
subset,multiplicative,p8x7qrx57foej2v/17,867rdbxwrn1tlom/13,6l8h1tv26zedant/7,9omx3hyvbsi6s4z/14,2e3tfgr5x7rfryb/9,ida8bqy4xp5417p/23,dfgcmyi9zlmzojy/2,aqjoi7izpzp6acv/10,lgbjckfncok88u1/21,xzadddndcont63h/11,c8vfeb66wb94r09/4,zi53rt5amlnlle4/0,nm9rf5ltug85eay/8,wc3yesvzcawev2b/18,h53qagtbagigq4f/12,0t7hyu660p7bja8/1,m5vgbt7e802e612/20,c7557xr0oa9typw/22,0xtz9sah11iwzfb/19,a9sdxr2f6l0ngql/24,wx0obc7c8f6ce6w/16,lje1kpehfxsqxg6/3,c39wrwcnjy60fx0/15,zxvn4kcvil8onmd/6,9v2qvj0b6ny4lrp/5,Hebrew,Latin,Tamil,Latin,Hindi,Japanese,Russian,Hindi,Japanese,Hindi,Thai,Russian,Tamil,Chinese,Hindi,Russian,Chinese,Japanese,Chinese,Japanese,Hebrew,Thai,Hebrew,Tamil,Thai,Thai,Russian,Tamil,Latin,Hindi,Thai|Chinese|Japanese,Hebrew,Hindi,Thai|Chinese,Hindi,Tamil,Latin,Tamil,Chinese,Hindi,Latin,Chinese,Chinese,Thai|Chinese|Japanese,Chinese|Japanese,Hebrew,Tamil,Hebrew,Tamil,Thai|Japanese,Very interesting .. I really enjoy this task
single-skip,multiplicative,zxvn4kcvil8onmd/6,lje1kpehfxsqxg6/3,9omx3hyvbsi6s4z/14,2e3tfgr5x7rfryb/9,c7557xr0oa9typw/22,lgbjckfncok88u1/21,c39wrwcnjy60fx0/15,ida8bqy4xp5417p/23,867rdbxwrn1tlom/13,aqjoi7izpzp6acv/10,wx0obc7c8f6ce6w/16,0t7hyu660p7bja8/1,9v2qvj0b6ny4lrp/5,h53qagtbagigq4f/12,a9sdxr2f6l0ngql/24,6l8h1tv26zedant/7,zi53rt5amlnlle4/0,c8vfeb66wb94r09/4,p8x7qrx57foej2v/17,xzadddndcont63h/11,dfgcmyi9zlmzojy/2,0xtz9sah11iwzfb/19,nm9rf5ltug85eay/8,wc3yesvzcawev2b/18,m5vgbt7e802e612/20,Tamil,Thai,Latin,Hindi,Japanese,Japanese,Hebrew,Japanese,Latin,Hindi,Hebrew,Russian,Thai,Hindi,Japanese,Tamil,Russian,Thai,Hebrew,Hindi,Russian,Chinese,Tamil,Chinese,Chinese,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Japanese,Latin,Skip,Skip,Skip,Skip,Skip,Japanese,Skip,Skip,Skip,Hebrew,Skip,Skip,Chinese,Skip,Skip,Chinese,Thank you
subset,none,c7557xr0oa9typw/22,ida8bqy4xp5417p/23,0xtz9sah11iwzfb/19,c39wrwcnjy60fx0/15,wc3yesvzcawev2b/18,m5vgbt7e802e612/20,lgbjckfncok88u1/21,aqjoi7izpzp6acv/10,c8vfeb66wb94r09/4,nm9rf5ltug85eay/8,a9sdxr2f6l0ngql/24,9v2qvj0b6ny4lrp/5,dfgcmyi9zlmzojy/2,zxvn4kcvil8onmd/6,6l8h1tv26zedant/7,867rdbxwrn1tlom/13,wx0obc7c8f6ce6w/16,2e3tfgr5x7rfryb/9,p8x7qrx57foej2v/17,zi53rt5amlnlle4/0,h53qagtbagigq4f/12,lje1kpehfxsqxg6/3,0t7hyu660p7bja8/1,9omx3hyvbsi6s4z/14,xzadddndcont63h/11,Japanese,Japanese,Chinese,Hebrew,Chinese,Chinese,Japanese,Hindi,Thai,Tamil,Japanese,Thai,Russian,Tamil,Tamil,Latin,Hebrew,Hindi,Hebrew,Russian,Hindi,Thai,Russian,Latin,Hindi,Thai|Japanese|Chinese,Thai|Japanese|Chinese,Thai|Japanese|Chinese,Hebrew,Thai|Japanese|Chinese,Thai|Japanese|Chinese,Thai|Japanese|Chinese,Tamil|Hindi,Tamil|Hebrew|Hindi,Tamil|Hindi,Thai|Japanese|Chinese,Tamil|Hindi,Russian|Hebrew,Tamil|Hindi,Tamil|Hindi,Latin,Hebrew,Tamil|Hebrew|Hindi,Hebrew,Russian,Tamil|Hindi,Tamil|Hindi,Russian,Latin,Thai|Tamil|Hindi,
subset,multiplicative,ida8bqy4xp5417p/23,c8vfeb66wb94r09/4,0t7hyu660p7bja8/1,9omx3hyvbsi6s4z/14,aqjoi7izpzp6acv/10,nm9rf5ltug85eay/8,xzadddndcont63h/11,c39wrwcnjy60fx0/15,2e3tfgr5x7rfryb/9,m5vgbt7e802e612/20,867rdbxwrn1tlom/13,wc3yesvzcawev2b/18,p8x7qrx57foej2v/17,wx0obc7c8f6ce6w/16,9v2qvj0b6ny4lrp/5,lje1kpehfxsqxg6/3,dfgcmyi9zlmzojy/2,0xtz9sah11iwzfb/19,zi53rt5amlnlle4/0,lgbjckfncok88u1/21,c7557xr0oa9typw/22,zxvn4kcvil8onmd/6,h53qagtbagigq4f/12,6l8h1tv26zedant/7,a9sdxr2f6l0ngql/24,Japanese,Thai,Russian,Latin,Hindi,Tamil,Hindi,Hebrew,Hindi,Chinese,Latin,Chinese,Hebrew,Hebrew,Thai,Thai,Russian,Chinese,Russian,Japanese,Japanese,Tamil,Hindi,Tamil,Japanese,Chinese|Japanese|Thai,Hindi|Russian|Hebrew|Latin,Hindi|Russian|Hebrew|Latin|Tamil,Hindi|Hebrew|Latin|Tamil,Hindi|Hebrew|Latin|Tamil,Hindi|Hebrew|Latin|Tamil,Hindi|Hebrew|Latin|Tamil,Hindi|Hebrew|Latin|Tamil,Hindi|Russian|Hebrew|Latin|Tamil,Chinese|Japanese|Thai|Tamil,Hindi|Russian|Hebrew|Latin|Tamil,Chinese|Japanese|Thai,Hindi|Latin|Tamil,Hindi|Hebrew|Latin|Tamil,Hindi|Hebrew|Latin|Tamil,Hindi|Hebrew|Latin|Tamil,Hindi|Russian|Hebrew|Latin|Tamil,Chinese|Japanese|Thai,Russian|Hebrew|Latin,Chinese|Japanese|Thai,Hindi|Thai|Tamil,Hindi|Hebrew|Latin|Tamil,Hindi|Hebrew|Latin|Tamil,Hindi|Thai|Hebrew|Latin|Tamil,Chinese|Japanese|Thai,
single-skip,multiplicative,zi53rt5amlnlle4/0,867rdbxwrn1tlom/13,aqjoi7izpzp6acv/10,lgbjckfncok88u1/21,2e3tfgr5x7rfryb/9,h53qagtbagigq4f/12,6l8h1tv26zedant/7,xzadddndcont63h/11,c8vfeb66wb94r09/4,p8x7qrx57foej2v/17,0xtz9sah11iwzfb/19,m5vgbt7e802e612/20,0t7hyu660p7bja8/1,lje1kpehfxsqxg6/3,wx0obc7c8f6ce6w/16,9omx3hyvbsi6s4z/14,9v2qvj0b6ny4lrp/5,a9sdxr2f6l0ngql/24,wc3yesvzcawev2b/18,c7557xr0oa9typw/22,nm9rf5ltug85eay/8,c39wrwcnjy60fx0/15,dfgcmyi9zlmzojy/2,ida8bqy4xp5417p/23,zxvn4kcvil8onmd/6,Russian,Latin,Hindi,Japanese,Hindi,Hindi,Tamil,Hindi,Thai,Hebrew,Chinese,Chinese,Russian,Thai,Hebrew,Latin,Thai,Japanese,Chinese,Japanese,Tamil,Hebrew,Russian,Japanese,Tamil,Russian,Latin,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Hebrew,Skip,Chinese,Russian,Skip,Hebrew,Skip,Skip,Skip,Chinese,Chinese,Skip,Hebrew,Russian,Skip,Skip,
subset,none,2e3tfgr5x7rfryb/9,9v2qvj0b6ny4lrp/5,0t7hyu660p7bja8/1,nm9rf5ltug85eay/8,0xtz9sah11iwzfb/19,c39wrwcnjy60fx0/15,lgbjckfncok88u1/21,p8x7qrx57foej2v/17,c7557xr0oa9typw/22,a9sdxr2f6l0ngql/24,wx0obc7c8f6ce6w/16,6l8h1tv26zedant/7,lje1kpehfxsqxg6/3,c8vfeb66wb94r09/4,h53qagtbagigq4f/12,xzadddndcont63h/11,wc3yesvzcawev2b/18,zxvn4kcvil8onmd/6,ida8bqy4xp5417p/23,dfgcmyi9zlmzojy/2,9omx3hyvbsi6s4z/14,aqjoi7izpzp6acv/10,zi53rt5amlnlle4/0,867rdbxwrn1tlom/13,m5vgbt7e802e612/20,Hindi,Thai,Russian,Tamil,Chinese,Hebrew,Japanese,Hebrew,Japanese,Japanese,Hebrew,Tamil,Thai,Thai,Hindi,Hindi,Chinese,Tamil,Japanese,Russian,Latin,Hindi,Russian,Latin,Chinese,Hindi,Hebrew|Latin,Latin,Tamil,Chinese|Japanese|Thai,Hebrew|Thai|Latin,Chinese|Japanese|Thai,Hebrew|Latin,Chinese|Japanese|Thai,Chinese|Japanese|Thai,Chinese|Hebrew|Thai,Tamil,Hebrew|Latin,Hebrew|Thai|Latin,Hindi,Hindi,Chinese|Japanese|Thai,Tamil,Chinese|Japanese|Thai,Hebrew|Latin,Russian|Latin,Hindi,Hebrew|Japanese|Thai,Hebrew|Japanese|Thai,Chinese|Japanese|Thai,Wonderful I have ever come across such a intelligent piece of work. Great job well done.
single-noskip,additive,nm9rf5ltug85eay/8,ida8bqy4xp5417p/23,0t7hyu660p7bja8/1,867rdbxwrn1tlom/13,2e3tfgr5x7rfryb/9,6l8h1tv26zedant/7,xzadddndcont63h/11,aqjoi7izpzp6acv/10,9v2qvj0b6ny4lrp/5,lje1kpehfxsqxg6/3,zxvn4kcvil8onmd/6,9omx3hyvbsi6s4z/14,lgbjckfncok88u1/21,wc3yesvzcawev2b/18,wx0obc7c8f6ce6w/16,c39wrwcnjy60fx0/15,m5vgbt7e802e612/20,h53qagtbagigq4f/12,zi53rt5amlnlle4/0,0xtz9sah11iwzfb/19,dfgcmyi9zlmzojy/2,a9sdxr2f6l0ngql/24,p8x7qrx57foej2v/17,c7557xr0oa9typw/22,c8vfeb66wb94r09/4,Tamil,Japanese,Russian,Latin,Hindi,Tamil,Hindi,Hindi,Thai,Thai,Tamil,Latin,Japanese,Chinese,Hebrew,Hebrew,Chinese,Hindi,Russian,Chinese,Russian,Japanese,Hebrew,Japanese,Thai,Hebrew,Japanese,Thai,Latin,Latin,Tamil,Hindi,Hindi,Tamil,Tamil,Tamil,Latin,Japanese,Chinese,Hindi,Hindi,Japanese,Tamil,Russian,Chinese,Hindi,Japanese,Tamil,Japanese,Hebrew,
subset,none,wc3yesvzcawev2b/18,m5vgbt7e802e612/20,zi53rt5amlnlle4/0,aqjoi7izpzp6acv/10,0t7hyu660p7bja8/1,2e3tfgr5x7rfryb/9,zxvn4kcvil8onmd/6,9v2qvj0b6ny4lrp/5,dfgcmyi9zlmzojy/2,6l8h1tv26zedant/7,lgbjckfncok88u1/21,c39wrwcnjy60fx0/15,wx0obc7c8f6ce6w/16,xzadddndcont63h/11,9omx3hyvbsi6s4z/14,867rdbxwrn1tlom/13,nm9rf5ltug85eay/8,a9sdxr2f6l0ngql/24,h53qagtbagigq4f/12,ida8bqy4xp5417p/23,c8vfeb66wb94r09/4,lje1kpehfxsqxg6/3,0xtz9sah11iwzfb/19,p8x7qrx57foej2v/17,c7557xr0oa9typw/22,Chinese,Chinese,Russian,Hindi,Russian,Hindi,Tamil,Thai,Russian,Tamil,Japanese,Hebrew,Hebrew,Hindi,Latin,Latin,Tamil,Japanese,Hindi,Japanese,Thai,Thai,Chinese,Hebrew,Japanese,Chinese|Japanese,Chinese|Japanese,Russian|Latin,Hindi|Tamil|Thai|Latin|Hebrew,Russian|Latin|Hebrew,Russian|Thai|Latin|Hebrew,Hindi|Tamil|Thai,Hindi|Tamil|Thai|Latin|Hebrew,Russian|Latin|Hebrew,Hindi|Tamil|Thai,Chinese|Japanese,Hindi|Tamil|Thai|Latin|Hebrew,Tamil|Thai|Latin|Hebrew,Hindi|Tamil|Thai|Latin|Hebrew,Russian|Latin|Hebrew,Russian|Latin|Hebrew,Hindi|Tamil|Thai|Latin|Hebrew,Chinese|Japanese,Hindi|Tamil|Thai|Latin|Hebrew,Chinese|Japanese,Hindi|Tamil|Thai|Latin|Hebrew,Hindi|Tamil|Thai|Latin|Hebrew,Chinese|Japanese,Hindi|Tamil|Latin|Hebrew,Chinese|Japanese,
single-skip,multiplicative,c7557xr0oa9typw/22,0t7hyu660p7bja8/1,zxvn4kcvil8onmd/6,9v2qvj0b6ny4lrp/5,wc3yesvzcawev2b/18,0xtz9sah11iwzfb/19,c39wrwcnjy60fx0/15,zi53rt5amlnlle4/0,6l8h1tv26zedant/7,p8x7qrx57foej2v/17,2e3tfgr5x7rfryb/9,dfgcmyi9zlmzojy/2,lgbjckfncok88u1/21,aqjoi7izpzp6acv/10,nm9rf5ltug85eay/8,a9sdxr2f6l0ngql/24,lje1kpehfxsqxg6/3,wx0obc7c8f6ce6w/16,9omx3hyvbsi6s4z/14,867rdbxwrn1tlom/13,h53qagtbagigq4f/12,c8vfeb66wb94r09/4,ida8bqy4xp5417p/23,xzadddndcont63h/11,m5vgbt7e802e612/20,Japanese,Russian,Tamil,Thai,Chinese,Chinese,Hebrew,Russian,Tamil,Hebrew,Hindi,Russian,Japanese,Hindi,Tamil,Japanese,Thai,Hebrew,Latin,Latin,Hindi,Thai,Japanese,Hindi,Chinese,Skip,Hebrew,Skip,Skip,Japanese,Chinese,Hebrew,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Chinese,Skip,Skip,Skip,Skip,Skip,Skip,Chinese,Skip,Skip,"Wow...really enjoyed this study! Even though I don't think I did too well, it was really fun to do! Thanks for letting me be a part of the study! :)"
single-noskip,additive,wc3yesvzcawev2b/18,lgbjckfncok88u1/21,c39wrwcnjy60fx0/15,m5vgbt7e802e612/20,6l8h1tv26zedant/7,dfgcmyi9zlmzojy/2,2e3tfgr5x7rfryb/9,c7557xr0oa9typw/22,867rdbxwrn1tlom/13,0xtz9sah11iwzfb/19,9omx3hyvbsi6s4z/14,zi53rt5amlnlle4/0,zxvn4kcvil8onmd/6,9v2qvj0b6ny4lrp/5,0t7hyu660p7bja8/1,h53qagtbagigq4f/12,c8vfeb66wb94r09/4,p8x7qrx57foej2v/17,a9sdxr2f6l0ngql/24,nm9rf5ltug85eay/8,wx0obc7c8f6ce6w/16,lje1kpehfxsqxg6/3,aqjoi7izpzp6acv/10,ida8bqy4xp5417p/23,xzadddndcont63h/11,Chinese,Japanese,Hebrew,Chinese,Tamil,Russian,Hindi,Japanese,Latin,Chinese,Latin,Russian,Tamil,Thai,Russian,Hindi,Thai,Hebrew,Japanese,Tamil,Hebrew,Thai,Hindi,Japanese,Hindi,Chinese,Thai,Hebrew,Chinese,Russian,Russian,Latin,Japanese,Latin,Chinese,Latin,Thai,Hebrew,Hindi,Russian,Tamil,Russian,Hebrew,Japanese,Hindi,Hebrew,Tamil,Russian,Chinese,Russian,
single-skip,multiplicative,wc3yesvzcawev2b/18,a9sdxr2f6l0ngql/24,lgbjckfncok88u1/21,p8x7qrx57foej2v/17,wx0obc7c8f6ce6w/16,867rdbxwrn1tlom/13,dfgcmyi9zlmzojy/2,0xtz9sah11iwzfb/19,2e3tfgr5x7rfryb/9,0t7hyu660p7bja8/1,lje1kpehfxsqxg6/3,zxvn4kcvil8onmd/6,aqjoi7izpzp6acv/10,9omx3hyvbsi6s4z/14,6l8h1tv26zedant/7,zi53rt5amlnlle4/0,c39wrwcnjy60fx0/15,h53qagtbagigq4f/12,xzadddndcont63h/11,c8vfeb66wb94r09/4,c7557xr0oa9typw/22,ida8bqy4xp5417p/23,nm9rf5ltug85eay/8,9v2qvj0b6ny4lrp/5,m5vgbt7e802e612/20,Chinese,Japanese,Japanese,Hebrew,Hebrew,Latin,Russian,Chinese,Hindi,Russian,Thai,Tamil,Hindi,Latin,Tamil,Russian,Hebrew,Hindi,Hindi,Thai,Japanese,Japanese,Tamil,Thai,Chinese,Chinese,Japanese,Japanese,Hebrew,Hebrew,Latin,Russian,Japanese,Russian,Russian,Tamil,Hindi,Hebrew,Latin,Hindi,Russian,Hebrew,Tamil,Hebrew,Hindi,Japanese,Chinese,Tamil,Thai,Japanese,
single-skip,multiplicative,aqjoi7izpzp6acv/10,0xtz9sah11iwzfb/19,p8x7qrx57foej2v/17,zxvn4kcvil8onmd/6,0t7hyu660p7bja8/1,m5vgbt7e802e612/20,9v2qvj0b6ny4lrp/5,zi53rt5amlnlle4/0,nm9rf5ltug85eay/8,c8vfeb66wb94r09/4,a9sdxr2f6l0ngql/24,wc3yesvzcawev2b/18,ida8bqy4xp5417p/23,2e3tfgr5x7rfryb/9,9omx3hyvbsi6s4z/14,867rdbxwrn1tlom/13,lgbjckfncok88u1/21,lje1kpehfxsqxg6/3,c39wrwcnjy60fx0/15,wx0obc7c8f6ce6w/16,xzadddndcont63h/11,c7557xr0oa9typw/22,h53qagtbagigq4f/12,6l8h1tv26zedant/7,dfgcmyi9zlmzojy/2,Hindi,Chinese,Hebrew,Tamil,Russian,Chinese,Thai,Russian,Tamil,Thai,Japanese,Chinese,Japanese,Hindi,Latin,Latin,Japanese,Thai,Hebrew,Hebrew,Hindi,Japanese,Hindi,Tamil,Russian,Hindi,Skip,Skip,Tamil,Skip,Skip,Skip,Skip,Tamil,Skip,Skip,Skip,Skip,Hindi,Skip,Skip,Skip,Skip,Skip,Skip,Hindi,Skip,Hindi,Tamil,Skip,No feedback.
subset,multiplicative,ida8bqy4xp5417p/23,0t7hyu660p7bja8/1,m5vgbt7e802e612/20,h53qagtbagigq4f/12,867rdbxwrn1tlom/13,lje1kpehfxsqxg6/3,zxvn4kcvil8onmd/6,9v2qvj0b6ny4lrp/5,lgbjckfncok88u1/21,dfgcmyi9zlmzojy/2,a9sdxr2f6l0ngql/24,9omx3hyvbsi6s4z/14,wx0obc7c8f6ce6w/16,c7557xr0oa9typw/22,nm9rf5ltug85eay/8,aqjoi7izpzp6acv/10,c39wrwcnjy60fx0/15,p8x7qrx57foej2v/17,zi53rt5amlnlle4/0,2e3tfgr5x7rfryb/9,c8vfeb66wb94r09/4,wc3yesvzcawev2b/18,6l8h1tv26zedant/7,0xtz9sah11iwzfb/19,xzadddndcont63h/11,Japanese,Russian,Chinese,Hindi,Latin,Thai,Tamil,Thai,Japanese,Russian,Japanese,Latin,Hebrew,Japanese,Tamil,Hindi,Hebrew,Hebrew,Russian,Hindi,Thai,Chinese,Tamil,Chinese,Hindi,Chinese,Russian,Chinese|Japanese,Tamil|Thai|Hindi,Latin,Tamil|Thai|Hindi,Tamil|Thai|Hindi,Tamil|Thai|Hindi,Chinese|Japanese,Russian,Japanese,Latin,Hebrew,Chinese|Japanese,Tamil|Thai|Hindi,Tamil|Thai|Hindi,Hebrew,Hebrew,Russian,Tamil|Thai|Hindi,Tamil|Thai|Hindi,Chinese,Tamil|Thai|Hindi,Chinese,Hindi,
single-noskip,additive,m5vgbt7e802e612/20,ida8bqy4xp5417p/23,9omx3hyvbsi6s4z/14,lgbjckfncok88u1/21,2e3tfgr5x7rfryb/9,9v2qvj0b6ny4lrp/5,c8vfeb66wb94r09/4,aqjoi7izpzp6acv/10,lje1kpehfxsqxg6/3,6l8h1tv26zedant/7,a9sdxr2f6l0ngql/24,c7557xr0oa9typw/22,zxvn4kcvil8onmd/6,xzadddndcont63h/11,0xtz9sah11iwzfb/19,wc3yesvzcawev2b/18,dfgcmyi9zlmzojy/2,p8x7qrx57foej2v/17,c39wrwcnjy60fx0/15,0t7hyu660p7bja8/1,wx0obc7c8f6ce6w/16,zi53rt5amlnlle4/0,h53qagtbagigq4f/12,nm9rf5ltug85eay/8,867rdbxwrn1tlom/13,Chinese,Japanese,Latin,Japanese,Hindi,Thai,Thai,Hindi,Thai,Tamil,Japanese,Japanese,Tamil,Hindi,Chinese,Chinese,Russian,Hebrew,Hebrew,Russian,Hebrew,Russian,Hindi,Tamil,Latin,Chinese,Chinese,Latin,Chinese,Thai,Tamil,Thai,Tamil,Hindi,Thai,Chinese,Japanese,Tamil,Thai,Japanese,Chinese,Latin,Hebrew,Hebrew,Latin,Hebrew,Russian,Russian,Thai,Latin,
subset,none,wx0obc7c8f6ce6w/16,zxvn4kcvil8onmd/6,0t7hyu660p7bja8/1,h53qagtbagigq4f/12,lje1kpehfxsqxg6/3,aqjoi7izpzp6acv/10,dfgcmyi9zlmzojy/2,zi53rt5amlnlle4/0,xzadddndcont63h/11,2e3tfgr5x7rfryb/9,c8vfeb66wb94r09/4,c7557xr0oa9typw/22,6l8h1tv26zedant/7,c39wrwcnjy60fx0/15,m5vgbt7e802e612/20,9v2qvj0b6ny4lrp/5,867rdbxwrn1tlom/13,a9sdxr2f6l0ngql/24,9omx3hyvbsi6s4z/14,nm9rf5ltug85eay/8,wc3yesvzcawev2b/18,0xtz9sah11iwzfb/19,ida8bqy4xp5417p/23,lgbjckfncok88u1/21,p8x7qrx57foej2v/17,Hebrew,Tamil,Russian,Hindi,Thai,Hindi,Russian,Russian,Hindi,Hindi,Thai,Japanese,Tamil,Hebrew,Chinese,Thai,Latin,Japanese,Latin,Tamil,Chinese,Chinese,Japanese,Japanese,Hebrew,Hindi|Tamil|Hebrew,Hindi|Russian|Tamil|Hebrew|Latin,Russian|Chinese|Thai|Tamil,Hindi|Thai|Tamil|Hebrew|Latin,Hindi|Thai|Tamil|Hebrew|Latin,Hindi|Russian|Thai|Tamil|Hebrew|Latin,Hindi|Tamil|Hebrew|Latin,Russian|Hebrew|Latin,Hindi|Russian|Thai|Tamil|Hebrew,Hindi|Japanese|Russian|Chinese|Thai|Tamil|Hebrew|Latin,Hindi|Russian|Chinese|Thai|Tamil|Hebrew|Latin,Japanese|Chinese|Thai,Hindi|Tamil|Hebrew|Latin,Hindi|Russian|Tamil|Hebrew|Latin,Japanese|Chinese|Thai|Tamil,Russian|Tamil|Hebrew|Latin,Russian|Hebrew|Latin,Japanese|Chinese|Thai,Hindi|Russian|Tamil|Hebrew|Latin,Hindi|Russian|Tamil|Hebrew|Latin,Japanese|Chinese|Thai,Japanese|Chinese|Thai,Japanese|Chinese|Thai|Tamil,Japanese|Thai|Tamil|Latin,Hindi|Tamil|Hebrew|Latin,
subset,none,9v2qvj0b6ny4lrp/5,nm9rf5ltug85eay/8,6l8h1tv26zedant/7,2e3tfgr5x7rfryb/9,zxvn4kcvil8onmd/6,h53qagtbagigq4f/12,a9sdxr2f6l0ngql/24,0t7hyu660p7bja8/1,wx0obc7c8f6ce6w/16,p8x7qrx57foej2v/17,c8vfeb66wb94r09/4,wc3yesvzcawev2b/18,zi53rt5amlnlle4/0,ida8bqy4xp5417p/23,9omx3hyvbsi6s4z/14,c39wrwcnjy60fx0/15,c7557xr0oa9typw/22,aqjoi7izpzp6acv/10,m5vgbt7e802e612/20,lje1kpehfxsqxg6/3,dfgcmyi9zlmzojy/2,867rdbxwrn1tlom/13,lgbjckfncok88u1/21,xzadddndcont63h/11,0xtz9sah11iwzfb/19,Thai,Tamil,Tamil,Hindi,Tamil,Hindi,Japanese,Russian,Hebrew,Hebrew,Thai,Chinese,Russian,Japanese,Latin,Hebrew,Japanese,Hindi,Chinese,Thai,Russian,Latin,Japanese,Hindi,Chinese,Thai,Tamil,Tamil,Hindi,Tamil,Hindi,Japanese|Chinese,Latin|Russian,Latin|Hebrew,Latin|Hebrew,Latin|Thai|Hebrew,Japanese|Chinese,Russian,Japanese|Chinese,Latin|Russian,Latin|Hebrew,Japanese|Chinese,Hindi,Japanese|Chinese,Tamil|Thai,Hebrew,Latin|Russian,Japanese|Chinese,Hindi,Japanese|Chinese,NONE
single-skip,multiplicative,wx0obc7c8f6ce6w/16,aqjoi7izpzp6acv/10,c39wrwcnjy60fx0/15,9omx3hyvbsi6s4z/14,wc3yesvzcawev2b/18,m5vgbt7e802e612/20,c8vfeb66wb94r09/4,dfgcmyi9zlmzojy/2,p8x7qrx57foej2v/17,zxvn4kcvil8onmd/6,zi53rt5amlnlle4/0,xzadddndcont63h/11,nm9rf5ltug85eay/8,h53qagtbagigq4f/12,c7557xr0oa9typw/22,867rdbxwrn1tlom/13,0t7hyu660p7bja8/1,2e3tfgr5x7rfryb/9,lje1kpehfxsqxg6/3,0xtz9sah11iwzfb/19,a9sdxr2f6l0ngql/24,9v2qvj0b6ny4lrp/5,lgbjckfncok88u1/21,6l8h1tv26zedant/7,ida8bqy4xp5417p/23,Hebrew,Hindi,Hebrew,Latin,Chinese,Chinese,Thai,Russian,Hebrew,Tamil,Russian,Hindi,Tamil,Hindi,Japanese,Latin,Russian,Hindi,Thai,Chinese,Japanese,Thai,Japanese,Tamil,Japanese,Skip,Skip,Hebrew,Skip,Skip,Skip,Skip,Skip,Hebrew,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,
